dataset,method,sequence,frames,evaluated_frames,absent_frames,success_auc,average_overlap,sr_0.50,sr_0.75,precision_10px,precision_20px,normalized_precision_auc,mean_iou,mean_center_error_px,median_center_error_px,rmse_center_error_px,iou_lt_0.1
UAV2UAV,MCITrack-B224,test1_DJI_0081_2,729,729,0,0.9046965837089294,0.9240815653677015,1.0,0.9945130315500685,0.869684499314129,0.9849108367626886,0.9455606659673472,0.9240815653677015,5.591978946690682,4.588970447440991,7.136343631232071,0.0
UAV2UAV,MCITrack-B224,test1_DJI_0081_3,129,129,0,0.757844222960502,0.771355659962609,0.8914728682170543,0.7286821705426356,0.6434108527131783,0.8914728682170543,0.7817297461620306,0.771355659962609,10.927648986778784,7.013453837483635,21.389985161769353,0.015503875968992248
UAV2UAV,MCITrack-B224,test1_DJI_0081_4,314,314,0,0.8099787685774947,0.8255087564212196,0.9968152866242038,0.8343949044585988,1.0,1.0,0.909204446109654,0.8255087564212196,2.282862894557657,2.0619340975789098,2.68782519462796,0.0
UAV2UAV,MCITrack-B224,test3_DJI_0087_1,400,400,0,0.9069047619047618,0.9264812243539867,1.0,0.985,0.695,0.89,0.9362254901960785,0.9264812243539867,8.679018022608448,5.513372531390854,12.231517124495932,0.0
UAV2UAV,MCITrack-B224,test3_DJI_0087_2,319,319,0,0.8277354829078967,0.8427673730884756,0.9498432601880877,0.8620689655172413,0.7554858934169278,0.8683385579937304,0.8459647181756716,0.8427673730884756,10.194532384734117,4.4933111473812275,21.112069072360864,0.006269592476489028
UAV2UAV,MCITrack-B224,test3_DJI_0087_3,165,165,0,0.06637806637806638,0.02048112559570161,0.01818181818181818,0.012121212121212121,0.006060606060606061,0.012121212121212121,0.016280451574569216,0.02048112559570161,1489.4967461796168,1370.1705455991614,1794.7377625821084,0.9575757575757575
UAV2UAV,MCITrack-B224,test3_DJI_0087_4,200,200,0,0.852142857142857,0.8684869504545619,1.0,0.93,0.935,0.99,0.9008823529411765,0.8684869504545619,3.252523458919038,1.9702434517885887,5.117554254855066,0.0
UAV2UAV,MCITrack-B224,test3_DJI_0087_5,302,302,0,0.859981078524125,0.8766856395092781,0.9867549668874173,0.9072847682119205,0.6887417218543046,0.9006622516556292,0.8844305934294246,0.8766856395092781,8.72738210800872,5.746007750480153,12.836586687439475,0.0
UAV2UAV,MCITrack-B224,test3_DJI_0087_6,516,516,0,0.7888519748984864,0.8037201522110012,0.9515503875968992,0.7403100775193798,0.8488372093023255,0.9496124031007752,0.8205274357805139,0.8037201522110012,6.134889576802299,2.6611913463319574,14.658064628104535,0.007751937984496124
UAV2UAV,MCITrack-B224,test3_DJI_0087_7,159,159,0,0.24378556454028158,0.23151534577774135,0.025157232704402517,0.012578616352201259,0.012578616352201259,0.025157232704402517,0.06486619805154767,0.23151534577774135,57.16690786011171,54.10658198181427,60.7407860450883,0.2389937106918239
UAV2UAV,MCITrack-B224,test3_DJI_0087_8,211,211,0,0.8641390205371248,0.8807961994702312,1.0,0.8957345971563981,0.9052132701421801,1.0,0.8907164761639254,0.8807961994702312,4.1948024670952115,2.815580712873018,5.55414975998954,0.0
UAV2UAV,MCITrack-B224,test4_DJI_0101_1,986,986,0,0.8566116101613058,0.8745763626646553,1.0,0.9563894523326572,0.9513184584178499,1.0,0.9258043988386429,0.8745763626646553,3.891187576127419,3.0550085216640555,4.898932813195247,0.0
UAV2UAV,MCITrack-B224,test4_DJI_0101_2,556,556,0,0.8138060979787598,0.828986074789375,0.9712230215827338,0.7913669064748201,0.6133093525179856,0.9154676258992805,0.8823176752715475,0.828986074789375,11.975565177031125,8.301034722830213,32.650426813352816,0.00539568345323741
UAV2UAV,MCITrack-B224,test4_DJI_0101_3,248,248,0,0.331605222734255,0.3081637247059698,0.3629032258064516,0.29435483870967744,0.2701612903225806,0.35080645161290325,0.3221062618595825,0.3081637247059698,1151.3573102215535,1077.3836121256459,1600.5621415259145,0.6088709677419355
UAV2UAV,MCITrack-B224,test4_DJI_0101_4,836,836,0,0.7677147413989519,0.7810016795385486,0.9126794258373205,0.7069377990430622,0.8600478468899522,0.9401913875598086,0.8347171404446947,0.7810016795385486,9.603051028971503,3.3413976392653746,32.35267422365375,0.01674641148325359
UAV2UAV,MCITrack-B224,test5_DJI_0102_1,60,60,0,0.6515873015873017,0.6616797131250532,0.65,0.5666666666666667,0.5666666666666667,0.6833333333333333,0.7196078431372548,0.6616797131250532,18.28324178962867,6.374457058659785,28.052658384641305,0.016666666666666666
UAV2UAV,MCITrack-B224,test5_DJI_0102_2,306,306,0,0.8008092125739185,0.8153348075221868,0.9509803921568627,0.7777777777777778,0.8496732026143791,0.9411764705882353,0.8471100858644112,0.8153348075221868,5.759262637739889,2.4280611021508616,10.009780586184998,0.0
UAV2UAV,MCITrack-B224,test5_DJI_0102_3,217,217,0,0.7834101382488479,0.7979824902187191,0.9861751152073732,0.6129032258064516,0.783410138248848,0.9124423963133641,0.82642089093702,0.7979824902187191,7.980472697142074,4.418079703723197,12.154119577763424,0.0
UAV2UAV,MCITrack-B224,test5_DJI_0102_4,676,676,0,0.7562693716539869,0.7692006167699,0.9526627218934911,0.5710059171597633,0.9748520710059172,1.0,0.8235584174498204,0.7692006167699,2.91827006141211,1.864347515282471,3.9324074343722377,0.0
UAV2UAV,MCITrack-B224,test6_DJI_0103_1,1544,1544,0,0.7607327905255366,0.7734357593579133,0.9501295336787565,0.6632124352331606,0.8477979274611399,0.9546632124352331,0.8298537031392866,0.7734357593579133,10.937518013649763,3.377627555479419,76.35489208905437,0.007124352331606218
UAV2UAV,MCITrack-B224,test6_DJI_0103_2,451,451,0,0.16017316017316016,0.1223130599219696,0.14855875831485588,0.09312638580931264,0.07538802660753881,0.11751662971175167,0.126864049389157,0.1223130599219696,905.9501227904063,911.0712328534644,1154.1795511091332,0.8314855875831486
UAV2UAV,MCITrack-B224,test6_DJI_0103_3,103,103,0,0.05686546463245492,0.012766027871246817,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077667,0.012766027871246817,1114.5403440067535,916.7884183798174,1271.5076569831658,0.9902912621359223
UAV2UAV,MCITrack-B224,test6_DJI_0103_4,1566,1566,0,0.802803624642705,0.8175031271683504,0.9642401021711366,0.8333333333333334,0.8384418901660281,0.9393358876117497,0.8530288232789925,0.8175031271683504,18.111635633120763,3.3045453753070246,105.47859180583558,0.01979565772669221
UAV2UAV,MCITrack-B224,test6_DJI_0103_5,1051,1051,0,0.7614063703502332,0.774682396843042,0.8924833491912464,0.6803044719314938,0.6517602283539486,0.7668886774500476,0.808193876979907,0.774682396843042,12.285936210877193,5.593798850736428,19.23686653781985,0.0019029495718363464
UAV2UAV,MCITrack-B224,test7_DJI_0106_1,768,768,0,0.8698536706349204,0.8885978984655992,0.9869791666666666,0.9544270833333334,0.7682291666666666,0.9296875,0.9197559232026142,0.8885978984655992,8.335258408113537,5.620259104731129,14.314877332760751,0.0013020833333333333
UAV2UAV,MCITrack-B224,test7_DJI_0106_2,243,243,0,0.8734077993337253,0.8919280995447082,0.9794238683127572,0.9176954732510288,0.8724279835390947,0.9465020576131687,0.9144678447510691,0.8919280995447082,6.633096886065795,4.030740586772471,11.368627508724119,0.0
UAV2UAV,MCITrack-B224,test7_DJI_0106_3,446,446,0,0.8792440743113388,0.8974614585522637,1.0,0.9170403587443946,0.8430493273542601,0.9551569506726457,0.9085993141651278,0.8974614585522637,5.817238024259819,3.8954011923742753,8.37791986258903,0.0
UAV2UAV,MCITrack-B224,test8_DJI_0107_1,1683,1683,0,0.6694394929689048,0.6776816483908014,0.7967914438502673,0.47058823529411764,0.6167557932263814,0.9096850861556743,0.8691761909754987,0.6776816483908014,11.394304734922962,8.166236447919616,20.546706658996538,0.006535947712418301
UAV2UAV,MCITrack-B224,test8_DJI_0107_2,251,251,0,0.817871371656232,0.8349419970996914,1.0,0.9123505976095617,0.7689243027888446,0.9880478087649402,0.9125068354034842,0.8349419970996914,7.250603239337408,6.554731116188084,8.2429966570088,0.0
UAV2UAV,MCITrack-B224,test8_DJI_0107_3,459,459,0,0.8590102707749766,0.8760440384819619,1.0,0.9738562091503268,0.5468409586056645,0.9302832244008714,0.9359220812508009,0.8760440384819619,10.489180995919396,9.607929574282606,12.041564375970784,0.0
UAV2UAV,MCITrack-B224,test9_DJI_0192_1,171,171,0,0.797270955165692,0.809978003770514,1.0,0.7894736842105263,1.0,1.0,0.912280701754386,0.809978003770514,2.1660771524491307,2.1790449601973703,2.3788316111167633,0.0
UAV2UAV,MCITrack-B224,test9_DJI_0192_2,52,52,0,0.7591575091575093,0.7741734258214515,1.0,0.5576923076923077,0.5961538461538461,0.8846153846153846,0.8665158371040724,0.7741734258214515,10.187306158111856,7.9048376072803315,12.302803944230307,0.0
UAV2UAV,MCITrack-B224,test9_DJI_0192_3,1001,1001,0,0.5392226820798248,0.5421531872844858,0.6233766233766234,0.1108891108891109,0.6623376623376623,0.8771228771228772,0.81827975945623,0.5421531872844858,13.461405701824658,7.660380192309587,23.5469730727661,0.0
UAV2UAV,MCITrack-B224,test9_DJI_0192_4,4521,4521,0,0.6451164407368788,0.6526850049159997,0.8887414288874143,0.2384428223844282,0.9053306790533068,0.9858438398584384,0.8528175702928815,0.6526850049159997,5.054345499403643,3.9284027926044702,6.892578375537019,0.0015483300154833
UAV2UAV,MCITrack-B224,test9_DJI_0192_5,1669,1669,0,0.276898057005906,0.2576886015370796,0.21689634511683642,0.007789095266626723,0.3559017375674056,0.49430796884361894,0.4491594121171536,0.2576886015370796,213.6014749637303,24.005800535464942,336.3882952363305,0.4793289394847214
UAV2UAV,MCITrack-B224,test10_jl_hbd_1,389,389,0,0.7364426490390501,0.7476543446709634,0.8483290488431876,0.6709511568123393,0.87146529562982,0.9485861182519281,0.7996874842481979,0.7476543446709634,6.626670148250362,2.552977586741194,19.02474197276585,0.012853470437017995
UAV2UAV,MCITrack-B224,test10_jl_hbd_2,137,137,0,0.6732707681612791,0.6848121432246586,0.781021897810219,0.5620437956204379,0.7664233576642335,0.8978102189781022,0.7448117933304711,0.6848121432246586,7.513937203253564,4.5403524795350725,11.081136453624735,0.0
UAV2UAV,MCITrack-B224,test10_jl_hbd_3,742,742,0,0.7546528045180336,0.7674848814670476,0.9029649595687331,0.6873315363881402,0.7978436657681941,0.9164420485175202,0.7756461074996036,0.7674848814670476,7.25552375187057,2.81279703684729,14.977103160616918,0.013477088948787063
UAV2UAV,MCITrack-B224,test10_jl_hbd_4,287,287,0,0.05209888833582214,0.005548596756833741,0.003484320557491289,0.003484320557491289,0.003484320557491289,0.003484320557491289,0.004167520666803307,0.005548596756833741,889.0790550055983,906.7868553993758,986.7810433789323,0.9930313588850174
UAV2UAV,MCITrack-B224,test10_jl_hbd_5,309,309,0,0.713823393435044,0.7235722858572388,0.8381877022653722,0.6375404530744336,0.7540453074433657,0.8478964401294499,0.7350085665334096,0.7235722858572388,15.735874128213693,2.8442038991751404,50.03356142626356,0.045307443365695796
UAV2UAV,MCITrack-B224,test10_jl_hbd_6,184,184,0,0.8157349896480331,0.8305906462760507,1.0,0.8152173913043478,0.8913043478260869,0.9456521739130435,0.8520886615515773,0.8305906462760507,5.936167529935148,2.7978346331360013,12.077006757863158,0.0
UAV2UAV,MCITrack-B224,test10_jl_hbd_7,138,138,0,0.3423050379572118,0.320663112142363,0.38405797101449274,0.2753623188405797,0.38405797101449274,0.427536231884058,0.32026143790849676,0.320663112142363,348.24195362356426,277.0138952401985,514.6997186487226,0.572463768115942
UAV2UAV,MCITrack-B224,test10_jl_hbd_8,123,123,0,0.850561362756485,0.8669854032613791,0.983739837398374,0.8861788617886179,0.7154471544715447,0.9186991869918699,0.8766140602582496,0.8669854032613791,8.018522163706566,6.260603358966173,11.435798722993368,0.0
UAV2UAV,MCITrack-B224,test10_jl_hbd_9,341,341,0,0.8476469766792347,0.8655052585204519,1.0,0.9618768328445748,0.8475073313782991,0.9765395894428153,0.9082283939968949,0.8655052585204519,5.835917370009788,4.113726282678378,8.415439674099243,0.0
UAV2UAV,MCITrack-B224,test11_dj_1,260,260,0,0.8241758241758242,0.8400325338223926,0.9769230769230769,0.9192307692307692,0.8692307692307693,0.9461538461538461,0.9045248868778281,0.8400325338223926,5.701487201642753,2.9740018002797637,11.039080408698325,0.0
UAV2UAV,MCITrack-B224,test11_dj_2,625,625,0,0.8152380952380953,0.832311042202935,0.9952,0.9264,0.84,0.9584,0.9375058823529411,0.832311042202935,6.811404618574225,5.108341793621722,9.562049490138623,0.0
UAV2UAV,MCITrack-B224,test11_dj_3,215,215,0,0.8403100775193797,0.8567620184300643,0.9906976744186047,0.9720930232558139,0.7581395348837209,0.958139534883721,0.9153670770633834,0.8567620184300643,8.260678038860757,5.7704706173016636,12.321495888302492,0.0
UAV2UAV,MCITrack-B224,test11_dj_4,564,564,0,0.874788922661263,0.8931365423599729,1.0,0.9840425531914894,0.8049645390070922,0.9521276595744681,0.9331803643443193,0.8931365423599729,7.090141899164243,5.4010881012841185,9.223599124297618,0.0
UAV2UAV,UETrack-B,test1_DJI_0081_1,217,217,0,0.6998025016458195,0.7068321369911018,0.8755760368663594,0.7096774193548387,0.8433179723502304,0.8755760368663594,0.7094063431824345,0.7068321369911018,62.91795344167226,5.9229920216929255,186.78351909040342,0.11981566820276497
UAV2UAV,UETrack-B,test1_DJI_0081_2,729,729,0,0.8978378731465151,0.917998646586255,1.0,0.9931412894375857,0.8395061728395061,0.9766803840877915,0.9428171817423814,0.917998646586255,6.099880746432898,4.763998673443219,7.819339321399485,0.0
UAV2UAV,UETrack-B,test1_DJI_0081_3,129,129,0,0.7416020671834624,0.7502174621251131,0.8914728682170543,0.7131782945736435,0.6511627906976745,0.875968992248062,0.7785377716978265,0.7502174621251131,11.659668762412045,6.6671738068151685,22.628551227205225,0.031007751937984496
UAV2UAV,UETrack-B,test1_DJI_0081_4,314,314,0,0.8119502578101303,0.827774606672237,1.0,0.8407643312101911,1.0,1.0,0.900711877107531,0.827774606672237,2.509494268828308,2.198690082186009,2.967660052260596,0.0
UAV2UAV,UETrack-B,test3_DJI_0087_1,400,400,0,0.8838095238095239,0.9029925570891278,0.9925,0.96,0.635,0.8175,0.9278431372549021,0.9029925570891278,10.837738228201651,6.692698110178903,15.20086187755497,0.0
UAV2UAV,UETrack-B,test3_DJI_0087_2,319,319,0,0.8289296909986564,0.8460471472673294,0.9435736677115988,0.8620689655172413,0.7429467084639498,0.8620689655172413,0.8460876513614852,0.8460471472673294,10.305538092358141,4.1777033218103385,21.130849137699116,0.009404388714733543
UAV2UAV,UETrack-B,test3_DJI_0087_3,165,165,0,0.2634920634920634,0.24892004268106904,0.10909090909090909,0.012121212121212121,0.01818181818181818,0.024242424242424242,0.15115864527629233,0.24892004268106904,86.16549001109,65.13222236493456,105.98048850430193,0.22424242424242424
UAV2UAV,UETrack-B,test3_DJI_0087_4,200,200,0,0.8452380952380952,0.8626563494456488,1.0,0.91,0.935,0.99,0.8851960784313725,0.8626563494456488,3.698545363805718,2.497831385881479,5.560274669546611,0.0
UAV2UAV,UETrack-B,test3_DJI_0087_5,302,302,0,0.8555660674865971,0.8759325819271128,0.9867549668874173,0.890728476821192,0.6887417218543046,0.9039735099337748,0.8813790416828984,0.8759325819271128,9.063786304618022,6.105105606835075,12.688430716121099,0.0
UAV2UAV,UETrack-B,test3_DJI_0087_6,516,516,0,0.7690107050572166,0.7819586399321444,0.9244186046511628,0.7015503875968992,0.8294573643410853,0.9263565891472868,0.7967396260829913,0.7819586399321444,7.523143551870477,2.9942685331236465,17.84471769128022,0.011627906976744186
UAV2UAV,UETrack-B,test3_DJI_0087_7,159,159,0,0.2455825097334532,0.23284352666031857,0.025157232704402517,0.012578616352201259,0.012578616352201259,0.025157232704402517,0.06548279689234185,0.23284352666031857,56.960572971077106,53.053307566800456,60.55256263649959,0.23270440251572327
UAV2UAV,UETrack-B,test3_DJI_0087_8,211,211,0,0.8600767321146469,0.8800977376376802,1.0,0.8862559241706162,0.9052132701421801,1.0,0.8863488523371434,0.8800977376376802,4.3969060533302615,2.821700850899861,5.745630255898547,0.0
UAV2UAV,UETrack-B,test4_DJI_0101_1,986,986,0,0.8212112431179369,0.8365884683912066,0.9959432048681541,0.8772819472616633,0.9442190669371197,0.9908722109533469,0.9207731774251283,0.8365884683912066,4.274522305630135,3.341470379476842,5.715960608048408,0.0
UAV2UAV,UETrack-B,test4_DJI_0101_2,556,556,0,0.7550531003768414,0.7680511609643534,0.9496402877697842,0.5971223021582733,0.6061151079136691,0.8776978417266187,0.8711736493158415,0.7680511609643534,12.001102340314352,8.237439282535178,19.97862343828807,0.007194244604316547
UAV2UAV,UETrack-B,test4_DJI_0101_3,248,248,0,0.5612519201228878,0.5574032785667098,0.6774193548387096,0.43951612903225806,0.5120967741935484,0.6733870967741935,0.5887887413029729,0.5574032785667098,102.0929394594999,9.601350481030382,196.02666388883358,0.24596774193548387
UAV2UAV,UETrack-B,test4_DJI_0101_4,836,836,0,0.469753930280246,0.45811646602820405,0.5454545454545454,0.39473684210526316,0.4892344497607656,0.5406698564593302,0.5162773243268599,0.45811646602820405,463.75692975896897,11.260548618271361,785.6183674745403,0.39952153110047844
UAV2UAV,UETrack-B,test5_DJI_0102_1,60,60,0,0.503968253968254,0.50259203801817,0.5,0.36666666666666664,0.5,0.6,0.6382352941176471,0.50259203801817,36.23383044239646,9.784920745504696,68.83346867141151,0.11666666666666667
UAV2UAV,UETrack-B,test5_DJI_0102_2,306,306,0,0.8018985371926549,0.8159619714512114,0.9444444444444444,0.7777777777777778,0.8464052287581699,0.9183006535947712,0.8451877483019351,0.8159619714512114,6.0527467057693505,2.8952186518125353,10.130757312737323,0.0
UAV2UAV,UETrack-B,test5_DJI_0102_3,217,217,0,0.7182356813693219,0.7298806597739818,0.847926267281106,0.695852534562212,0.7511520737327189,0.847926267281106,0.7689527423872774,0.7298806597739818,31.981544232528563,4.288715446453801,76.81614963872003,0.08294930875576037
UAV2UAV,UETrack-B,test5_DJI_0102_4,676,676,0,0.09101155255001411,0.047113569015240775,0.04881656804733728,0.03994082840236687,0.05325443786982249,0.06360946745562131,0.045974010906137605,0.047113569015240775,1030.3886555176211,1087.9552915329364,1164.6143810164424,0.9334319526627219
UAV2UAV,UETrack-B,test6_DJI_0103_1,1544,1544,0,0.7086725882062671,0.7187509182439333,0.8879533678756477,0.5375647668393783,0.8212435233160622,0.9384715025906736,0.81067763893122,0.7187509182439333,11.59186279070399,3.783082032251397,76.46388976670163,0.011658031088082901
UAV2UAV,UETrack-B,test6_DJI_0103_2,451,451,0,0.1563720832013515,0.11916335136509136,0.14412416851441243,0.0975609756097561,0.07538802660753881,0.11751662971175167,0.125820616494935,0.11916335136509136,710.4665509629324,759.7013980617003,830.6461016910208,0.8425720620842572
UAV2UAV,UETrack-B,test6_DJI_0103_3,103,103,0,0.05686546463245492,0.012935089752165176,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077667,0.012935089752165176,1095.7076763528407,949.5537100672432,1276.273253814961,0.9902912621359223
UAV2UAV,UETrack-B,test6_DJI_0103_4,1566,1566,0,0.7125828620081494,0.720120275952226,0.8422733077905492,0.7113665389527458,0.723499361430396,0.8301404853128991,0.7520221370796083,0.720120275952226,105.38872153813632,4.333083298136444,293.938937964026,0.13090676883780333
UAV2UAV,UETrack-B,test6_DJI_0103_5,1051,1051,0,0.46300575415703854,0.45059523239451604,0.4966698382492864,0.4300666032350143,0.38534728829686016,0.4329210275927688,0.45840562676069474,0.45059523239451604,490.94878500725946,42.7761597182671,771.4764809905419,0.45004757373929594
UAV2UAV,UETrack-B,test7_DJI_0106_1,768,768,0,0.8591889880952381,0.8771587558601954,0.97265625,0.9205729166666666,0.65625,0.87109375,0.8932802287581699,0.8771587558601954,34.74328163529629,6.699024625003747,183.2501269579564,0.022135416666666668
UAV2UAV,UETrack-B,test7_DJI_0106_2,243,243,0,0.8491083676268861,0.8672025770620223,0.9753086419753086,0.8806584362139918,0.7942386831275721,0.9465020576131687,0.897442104413782,0.8672025770620223,8.332133672748679,4.972620655323477,16.244263604487056,0.0
UAV2UAV,UETrack-B,test7_DJI_0106_3,446,446,0,0.8771086910100363,0.8956456936979873,0.9955156950672646,0.9192825112107623,0.8340807174887892,0.9618834080717489,0.9097423722852369,0.8956456936979873,5.993193650261437,3.940843665300929,8.509419047634621,0.0
UAV2UAV,UETrack-B,test8_DJI_0107_1,1683,1683,0,0.6281866281866283,0.632070335296553,0.7789661319073083,0.48128342245989303,0.47355912061794414,0.7736185383244206,0.7591485792177832,0.632070335296553,163.86443475339559,10.48560010519745,485.2605583077232,0.12715389185977422
UAV2UAV,UETrack-B,test8_DJI_0107_2,251,251,0,0.7675962815405047,0.7812037870794545,1.0,0.701195219123506,0.749003984063745,0.9840637450199203,0.9081321771736582,0.7812037870794545,7.629277815335442,7.1571306397002195,8.645484393619371,0.0
UAV2UAV,UETrack-B,test8_DJI_0107_3,459,459,0,0.8262267870111005,0.8435398906586854,1.0,0.869281045751634,0.4531590413943355,0.8932461873638344,0.9286599171258918,0.8435398906586854,11.893747103822399,10.7583960241302,13.606709552827457,0.0
UAV2UAV,UETrack-B,test9_DJI_0192_1,171,171,0,0.7521581732108048,0.7662983669250486,1.0,0.5906432748538012,1.0,1.0,0.9227152849443871,0.7662983669250486,1.9120525919877662,1.9271486563677804,2.085202554038561,0.0
UAV2UAV,UETrack-B,test9_DJI_0192_2,52,52,0,0.7005494505494505,0.7085934692546678,1.0,0.25,0.4807692307692308,0.8076923076923077,0.8306938159879336,0.7085934692546678,12.59583084549814,10.493385456672305,14.870964102939192,0.0
UAV2UAV,UETrack-B,test9_DJI_0192_3,1001,1001,0,0.5546834118262689,0.5578054633322275,0.6143856143856143,0.16083916083916083,0.3706293706293706,0.7552447552447552,0.8260954731542968,0.5578054633322275,14.799281660217979,12.60139254906115,17.861677134757265,0.0
UAV2UAV,UETrack-B,test9_DJI_0192_4,4521,4521,0,0.42324180280384655,0.41066532813589396,0.528644105286441,0.16014156160141563,0.5155938951559389,0.6215439062154391,0.5383114095007612,0.41066532813589396,198.81042694376592,9.320526880121767,346.52932383980084,0.3609820836098208
UAV2UAV,UETrack-B,test9_DJI_0192_5,1669,1669,0,0.4796142543296529,0.47733544101589054,0.5158777711204314,0.007789095266626723,0.627920910724985,0.8556021569802277,0.7929839401308756,0.47733544101589054,37.28420738252058,8.108775212927744,124.03954793563071,0.05452366686638706
UAV2UAV,UETrack-B,test10_jl_hbd_1,389,389,0,0.6900477414616232,0.6978262130489127,0.7917737789203085,0.6323907455012854,0.8200514138817481,0.8997429305912596,0.7431322143253188,0.6978262130489127,54.25447759114279,2.916340980804236,188.6912668801836,0.08740359897172237
UAV2UAV,UETrack-B,test10_jl_hbd_2,137,137,0,0.6955161626694474,0.7065469591426649,0.8613138686131386,0.5182481751824818,0.7445255474452555,0.8905109489051095,0.7284957778731931,0.7065469591426649,8.115643920718462,5.028438520226117,12.069636324856356,0.0
UAV2UAV,UETrack-B,test10_jl_hbd_3,742,742,0,0.7374534719548196,0.7490772442246879,0.8746630727762803,0.6576819407008087,0.7924528301886793,0.9070080862533693,0.7610327149727815,0.7490772442246879,8.972413569236318,3.04262197387546,24.514874197066035,0.022911051212938006
UAV2UAV,UETrack-B,test10_jl_hbd_4,287,287,0,0.1670814667330347,0.13815592961333903,0.07317073170731707,0.006968641114982578,0.03832752613240418,0.1672473867595819,0.06565553050488487,0.13815592961333903,276.3280877654016,88.9471634634,394.4131988974068,0.5993031358885017
UAV2UAV,UETrack-B,test10_jl_hbd_5,309,309,0,0.7130528586839266,0.7241065802078211,0.8414239482200647,0.6245954692556634,0.7572815533980582,0.8640776699029126,0.7430674535186242,0.7241065802078211,10.590651897502642,2.937944630825348,23.897111845670253,0.032362459546925564
UAV2UAV,UETrack-B,test10_jl_hbd_6,184,184,0,0.797360248447205,0.8108574338323872,0.9945652173913043,0.7771739130434783,0.8641304347826086,0.9456521739130435,0.8393009377664109,0.8108574338323872,6.376723391892354,3.383694363168051,12.19164852310933,0.0
UAV2UAV,UETrack-B,test10_jl_hbd_7,138,138,0,0.5037957211870255,0.5006254420728585,0.5507246376811594,0.3333333333333333,0.6014492753623188,0.7101449275362319,0.4822392725206024,0.5006254420728585,82.70514365327499,7.322770007801562,265.92499099493915,0.2608695652173913
UAV2UAV,UETrack-B,test10_jl_hbd_8,123,123,0,0.850561362756485,0.8676434271880669,0.983739837398374,0.9024390243902439,0.7154471544715447,0.926829268292683,0.877729953770126,0.8676434271880669,8.005715451534622,5.91952838634496,11.336784772344105,0.0
UAV2UAV,UETrack-B,test10_jl_hbd_9,341,341,0,0.8607736349671833,0.8785002513726105,1.0,0.9648093841642229,0.8387096774193549,0.9706744868035191,0.9056983497211202,0.8785002513726105,6.16638782703925,4.192253534967123,8.784924378966142,0.0
UAV2UAV,UETrack-B,test11_dj_1,260,260,0,0.737912087912088,0.750299446110656,0.9769230769230769,0.5423076923076923,0.8653846153846154,0.9461538461538461,0.903393665158371,0.750299446110656,5.787754728388381,3.0131797869645425,10.939045979616035,0.0
UAV2UAV,UETrack-B,test11_dj_2,625,625,0,0.8133333333333332,0.828769523962801,0.9952,0.888,0.7696,0.9552,0.9304156862745098,0.828769523962801,7.771823467254414,6.198349952796872,10.477991154120094,0.0
UAV2UAV,UETrack-B,test11_dj_3,215,215,0,0.7900332225913621,0.8047434514913212,0.9906976744186047,0.9209302325581395,0.786046511627907,0.9627906976744186,0.9209302325581395,0.8047434514913212,7.57917034467403,5.412716029456138,11.380078913575248,0.0
UAV2UAV,UETrack-B,test11_dj_4,564,564,0,0.7262749071259709,0.7358414427158785,0.8546099290780141,0.7553191489361702,0.6205673758865248,0.7783687943262412,0.8092059518842998,0.7358414427158785,113.71345128683538,6.939796215364057,352.3344442471918,0.09219858156028368
A2A,SUTrack-B224,video01,2635,2634,1,0.816411758325198,0.8317313530790856,0.9874715261958997,0.8139711465451784,0.9821564160971906,1.0,0.895432280733098,0.8317313530790856,2.590520074814117,1.8660557061095306,3.472609079025971,0.0
A2A,SUTrack-B224,video02,1935,1901,34,0.8670874978081713,0.8854393866717838,0.9994739610731194,0.9773803261441346,0.997369805365597,0.9994739610731194,0.9289641158935958,0.8854393866717838,2.0827905613623243,1.598442175666557,3.186769941871083,0.0005260389268805891
A2A,SUTrack-B224,video03,503,503,0,0.7599166903341854,0.7722299878843188,0.9821073558648111,0.6182902584493042,1.0,1.0,0.8480489611351498,0.7722299878843188,2.1123778399224014,1.7232379448364323,2.5678318866484746,0.0
A2A,SUTrack-B224,video04,398,398,0,0.7379755922469491,0.7499120919212413,0.957286432160804,0.5703517587939698,1.0,1.0,0.7851019804906887,0.7499120919212413,1.3171934933254892,1.2631392098224052,1.4651296707725103,0.0
A2A,SUTrack-B224,video05,2457,2451,6,0.7886382623224728,0.8032277796550327,0.9951040391676866,0.7021623827009384,0.9502243982048144,0.9975520195838433,0.8971208230334158,0.8032277796550327,3.5737739681592116,2.615441324844127,4.73414506600717,0.0
A2A,SUTrack-B224,video06,422,422,0,0.8833220491988265,0.9016641254650477,1.0,0.9976303317535545,1.0,1.0,0.9298392342719077,0.9016641254650477,1.8303110355517405,1.4699061688547874,2.285703796511586,0.0
A2A,SUTrack-B224,video07,1611,1602,9,0.7204090125438439,0.7296036755838693,0.9101123595505618,0.651685393258427,0.9388264669163545,0.9406991260923845,0.7999681770336101,0.7296036755838693,31.93481469911528,1.686216401808926,128.41399260975405,0.05930087390761548
A2A,SUTrack-B224,video08,2249,2144,105,0.8534115138592752,0.8710812826441097,0.9995335820895522,0.9659514925373134,0.9930037313432836,1.0,0.9303299678080187,0.8710812826441097,1.9089041818122932,1.3139761307304831,2.625558399762242,0.0
