dataset,method,sequence,frames,evaluated_frames,absent_frames,success_auc,average_overlap,sr_0.50,sr_0.75,precision_10px,precision_20px,normalized_precision_auc,mean_iou,mean_center_error_px,median_center_error_px,rmse_center_error_px,iou_lt_0.1
UAV2UAV,SafeCL-IMMTrack,test11_dj_3,215,215,0,0.7884828349944628,0.8044477871014947,0.9953488372093023,0.8930232558139535,0.7953488372093023,0.9627906976744186,0.9207478340173278,0.8044477871014947,7.604200975991257,5.43104671212307,11.288202464808807,0.0
UAV2UAV,SafeCL-IMMTrack,test11_dj_4,564,564,0,0.8343465045592705,0.8500751388830603,1.0,0.9450354609929078,0.8173758865248227,0.9645390070921985,0.9357182589347796,0.8500751388830603,6.892646048138798,5.6841017153169675,8.98141194498235,0.0
UAV2UAV,RLSM-IMMTrack,test1_DJI_0081_1,217,217,0,0.7559798112793505,0.7690697231602027,0.9493087557603687,0.7880184331797235,0.8847926267281107,0.9493087557603687,0.7631697840426493,0.7690697231602027,17.523401402639017,5.985050538075617,54.58616890907918,0.04608294930875576
UAV2UAV,RLSM-IMMTrack,test1_DJI_0081_2,729,729,0,0.8928081520674112,0.9106597647637344,1.0,0.99039780521262,0.8120713305898491,0.9849108367626886,0.9430054600715458,0.9106597647637344,6.13812544332926,4.656003077127103,7.7607862258370135,0.0
UAV2UAV,RLSM-IMMTrack,test1_DJI_0081_3,129,129,0,0.7711332595053525,0.7831237033370686,0.937984496124031,0.751937984496124,0.6821705426356589,0.9147286821705426,0.8013375892992857,0.7831237033370686,8.531472480850262,7.040571606512501,10.91479504947765,0.0
UAV2UAV,RLSM-IMMTrack,test1_DJI_0081_4,314,314,0,0.8292387018501669,0.8464062666229222,1.0,0.8853503184713376,1.0,1.0,0.901148994629699,0.8464062666229222,2.417678319377652,2.1243656027873756,2.865430829011049,0.0
UAV2UAV,RLSM-IMMTrack,test3_DJI_0087_1,400,400,0,0.9013095238095239,0.9214821019556356,1.0,0.9775,0.715,0.92,0.9375,0.9214821019556356,8.283144492547391,5.9271755289693715,11.620469848382564,0.0
UAV2UAV,RLSM-IMMTrack,test3_DJI_0087_2,319,319,0,0.8341543513957306,0.8506511019312951,0.9467084639498433,0.8589341692789969,0.7648902821316614,0.8714733542319749,0.8477472493699675,0.8506511019312951,10.011720248818378,3.801010171485563,20.94717190489787,0.009404388714733543
UAV2UAV,RLSM-IMMTrack,test3_DJI_0087_3,165,165,0,0.10505050505050505,0.06898896495454487,0.030303030303030304,0.01818181818181818,0.012121212121212121,0.01818181818181818,0.028758169934640528,0.06898896495454487,754.2745901507184,1019.8861988966979,928.8541813775091,0.7696969696969697
UAV2UAV,RLSM-IMMTrack,test3_DJI_0087_4,200,200,0,0.8526190476190475,0.8686757311592261,1.0,0.93,0.94,0.99,0.8926470588235293,0.8686757311592261,3.4268272710431846,2.261861702054926,5.142741029275837,0.0
UAV2UAV,RLSM-IMMTrack,test3_DJI_0087_5,302,302,0,0.8607694733522547,0.8786702847797017,0.9867549668874173,0.8940397350993378,0.6986754966887417,0.9139072847682119,0.885014933125568,0.8786702847797017,8.647939868356007,6.071210445618844,12.280140858057292,0.0
UAV2UAV,RLSM-IMMTrack,test3_DJI_0087_6,516,516,0,0.8049095607235143,0.8186938490876959,0.9689922480620154,0.7635658914728682,0.8701550387596899,0.9612403100775194,0.8379692962456301,0.8186938490876959,4.896428219118353,2.503644823535847,7.891795545381442,0.0
UAV2UAV,RLSM-IMMTrack,test3_DJI_0087_7,159,159,0,0.2458820005989818,0.23328256550666904,0.025157232704402517,0.012578616352201259,0.012578616352201259,0.025157232704402517,0.06622271550129487,0.23328256550666904,56.847796560990936,53.28780785699341,60.387159650497324,0.23270440251572327
UAV2UAV,RLSM-IMMTrack,test3_DJI_0087_8,211,211,0,0.8616565109456105,0.8793610294090528,1.0,0.8909952606635071,0.9052132701421801,1.0,0.8872781340024162,0.8793610294090528,4.315876075435165,2.9336841873797823,5.652381961370315,0.0
UAV2UAV,RLSM-IMMTrack,test4_DJI_0101_1,986,986,0,0.8105863034869122,0.8260384478064327,0.9989858012170385,0.8630831643002028,0.9645030425963489,1.0,0.9281907489161993,0.8260384478064327,3.7444001027512153,2.9105875323233565,4.64512096423372,0.0
UAV2UAV,RLSM-IMMTrack,test4_DJI_0101_2,556,556,0,0.7694415895854745,0.7820816537933916,0.9838129496402878,0.6205035971223022,0.670863309352518,0.9388489208633094,0.8967414303851035,0.7820816537933916,8.71624833845278,7.1276184646555,11.284382483427612,0.0
UAV2UAV,RLSM-IMMTrack,test4_DJI_0101_3,248,248,0,0.5810291858678953,0.5793408514296167,0.717741935483871,0.4435483870967742,0.5524193548387096,0.7056451612903226,0.622786211258697,0.5793408514296167,96.63283306513075,8.508312149020476,196.83761153393633,0.21370967741935484
UAV2UAV,RLSM-IMMTrack,test4_DJI_0101_4,836,836,0,0.7226589200273411,0.7330191112505235,0.8899521531100478,0.6076555023923444,0.8588516746411483,0.9389952153110048,0.8369687587953841,0.7330191112505235,11.274456593261657,3.269274369003605,42.99499310348543,0.019138755980861243
UAV2UAV,RLSM-IMMTrack,test5_DJI_0102_1,60,60,0,0.6388888888888888,0.6461817071153927,0.6666666666666666,0.43333333333333335,0.55,0.6833333333333333,0.7130718954248365,0.6461817071153927,18.711309256681385,6.757012217808892,28.209375322933987,0.016666666666666666
UAV2UAV,RLSM-IMMTrack,test5_DJI_0102_2,306,306,0,0.813569872393402,0.8285616327433434,0.9575163398692811,0.8202614379084967,0.8529411764705882,0.9444444444444444,0.8530052543893375,0.8285616327433434,5.480499448755393,2.4708203744412858,9.340227051056845,0.0
UAV2UAV,RLSM-IMMTrack,test5_DJI_0102_3,217,217,0,0.8308097432521396,0.8476636418356337,0.9953917050691244,0.8294930875576036,0.7695852534562212,0.9078341013824884,0.8598536188669017,0.8476636418356337,7.421679327442655,3.8125908039135257,11.566551005273741,0.0
UAV2UAV,RLSM-IMMTrack,test5_DJI_0102_4,676,676,0,0.8052268244575936,0.8207189634422549,0.9615384615384616,0.8002958579881657,0.9600591715976331,1.0,0.865848706346444,0.8207189634422549,2.516354101062506,1.3476289720238355,3.914217253723746,0.0
UAV2UAV,RLSM-IMMTrack,test6_DJI_0103_1,1544,1544,0,0.7491364421416234,0.7614488331977136,0.9468911917098446,0.6217616580310881,0.8523316062176166,0.9540155440414507,0.8239865894544345,0.7614488331977136,11.181069317560505,3.369521596303857,76.46936964106676,0.006476683937823834
UAV2UAV,RLSM-IMMTrack,test6_DJI_0103_2,451,451,0,0.16334072431633412,0.12566314164982648,0.15521064301552107,0.09090909090909091,0.08425720620842572,0.12416851441241686,0.13168992652493366,0.12566314164982648,689.2905401354852,792.6231582163758,795.0639427543701,0.8292682926829268
UAV2UAV,RLSM-IMMTrack,test6_DJI_0103_3,103,103,0,0.05686546463245492,0.014447280533092008,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077667,0.014447280533092008,996.6007866411245,794.9922331082445,1174.7865120938961,0.9902912621359223
UAV2UAV,RLSM-IMMTrack,test6_DJI_0103_4,1566,1566,0,0.7344158608526425,0.7428119484808872,0.8659003831417624,0.7554278416347382,0.7515964240102171,0.8473818646232439,0.7679362932912629,0.7428119484808872,110.67802994281502,3.787149627998018,318.5235407646083,0.12324393358876118
UAV2UAV,RLSM-IMMTrack,test6_DJI_0103_5,1051,1051,0,0.7339042182048843,0.7428925857763087,0.8534728829686014,0.736441484300666,0.6688867745004757,0.7602283539486203,0.7601350721068636,0.7428925857763087,110.23611832009605,4.825197741430299,318.23961862210206,0.11988582302568981
UAV2UAV,RLSM-IMMTrack,test7_DJI_0106_1,768,768,0,0.8886408730158729,0.9072055851575621,0.9869791666666666,0.9557291666666666,0.7942708333333334,0.9270833333333334,0.9226154003267976,0.9072055851575621,8.406064170816382,5.084223358789005,15.713154478480512,0.006510416666666667
UAV2UAV,RLSM-IMMTrack,test7_DJI_0106_2,243,243,0,0.8728199098569469,0.8907774560355545,0.9794238683127572,0.934156378600823,0.8683127572016461,0.9465020576131687,0.9174534011135319,0.8907774560355545,6.396697168029599,4.081889279690058,10.196632817053233,0.0
UAV2UAV,RLSM-IMMTrack,test7_DJI_0106_3,446,446,0,0.8821268417680976,0.9003871336816708,1.0,0.9192825112107623,0.8632286995515696,0.9596412556053812,0.9111052492745978,0.9003871336816708,5.662362479137664,3.7892514304247364,8.138594277873416,0.0
UAV2UAV,RLSM-IMMTrack,test8_DJI_0107_1,1683,1683,0,0.6383159324335795,0.6404222998687235,0.7688651218062983,0.5929887106357694,0.5264408793820559,0.7278669043374926,0.7127445155126818,0.6404222998687235,275.31276248986705,9.452758017826092,631.1565296155829,0.20380273321449793
UAV2UAV,RLSM-IMMTrack,test8_DJI_0107_2,251,251,0,0.7727186492126732,0.7852545954693203,1.0,0.7450199203187251,0.7689243027888446,0.9880478087649402,0.91289742988829,0.7852545954693203,7.1910395491997035,6.566239114223836,8.191007203879703,0.0
UAV2UAV,RLSM-IMMTrack,test8_DJI_0107_3,459,459,0,0.8288204170557114,0.845117011944124,1.0,0.9433551198257081,0.44880174291938996,0.8823529411764706,0.9309240035883634,0.845117011944124,12.032297347319043,10.949913775606367,13.897509478458408,0.0
UAV2UAV,RLSM-IMMTrack,test9_DJI_0192_1,171,171,0,0.7783347257031468,0.7923432159106666,1.0,0.7076023391812866,1.0,1.0,0.9270725834193326,0.7923432159106666,1.8422668463726206,1.8190059838702715,2.046835762571951,0.0
UAV2UAV,RLSM-IMMTrack,test9_DJI_0192_2,52,52,0,0.7591575091575092,0.7722002121583041,1.0,0.6346153846153846,0.5961538461538461,0.8076923076923077,0.863499245852187,0.7722002121583041,10.30673304424687,6.504715907363469,13.034458763450093,0.0
UAV2UAV,RLSM-IMMTrack,test9_DJI_0192_3,1001,1001,0,0.5915988773131629,0.5959948279991564,0.7242757242757243,0.17382617382617382,0.6343656343656343,0.9200799200799201,0.8492683786801435,0.5959948279991564,10.303975358754323,8.296864723757588,13.763796114612155,0.000999000999000999
UAV2UAV,RLSM-IMMTrack,test9_DJI_0192_4,4521,4521,0,0.6358159277867307,0.6425235408326118,0.8624198186241981,0.22495023224950234,0.8834328688343287,0.9891616898916169,0.8478819973023493,0.6425235408326118,5.272821995699986,4.017029744219399,7.214720975928722,0.0008847600088476001
UAV2UAV,RLSM-IMMTrack,test9_DJI_0192_5,1669,1669,0,0.49228223344460614,0.49166255231506667,0.49970041941282206,0.004793289394847214,0.7171959257040144,0.9550629119233074,0.8502449511859866,0.49166255231506667,9.723904460377407,6.888135320536503,17.840248831576616,0.018573996405032954
UAV2UAV,RLSM-IMMTrack,test10_jl_hbd_1,389,389,0,0.7578650997674133,0.7715407867155113,0.8997429305912596,0.6812339331619537,0.8688946015424165,0.9665809768637532,0.8022581783356016,0.7715407867155113,6.8499132951511115,2.5544045056745146,25.43728582794415,0.012853470437017995
UAV2UAV,RLSM-IMMTrack,test10_jl_hbd_2,137,137,0,0.724365658672228,0.7375238012313521,0.8686131386861314,0.6496350364963503,0.7591240875912408,0.8978102189781022,0.7481036210104479,0.7375238012313521,7.358898996379974,4.348876514401206,10.915014764402665,0.0
UAV2UAV,RLSM-IMMTrack,test10_jl_hbd_3,742,742,0,0.7718521370812477,0.7850385668434235,0.9272237196765498,0.7169811320754716,0.8194070080862533,0.931266846361186,0.7942233497172453,0.7850385668434235,6.068737286013621,2.673117726366897,10.07450818074697,0.005390835579514825
UAV2UAV,RLSM-IMMTrack,test10_jl_hbd_4,287,287,0,0.05276256844201095,0.006645332062685523,0.003484320557491289,0.003484320557491289,0.003484320557491289,0.003484320557491289,0.004645760743321719,0.006645332062685523,692.2394014141801,589.0495136870693,818.4674170338684,0.9860627177700348
UAV2UAV,RLSM-IMMTrack,test10_jl_hbd_5,309,309,0,0.7415626444752658,0.7535794122334646,0.8964401294498382,0.6601941747572816,0.7896440129449838,0.8996763754045307,0.7673075702773018,0.7535794122334646,7.941549411531488,2.7282828230381595,16.57768522055282,0.009708737864077669
UAV2UAV,RLSM-IMMTrack,test10_jl_hbd_6,184,184,0,0.812888198757764,0.8278473601516712,1.0,0.8097826086956522,0.8804347826086957,0.9456521739130435,0.8513427109974425,0.8278473601516712,5.919412316601295,2.784270746270159,11.897390661946407,0.0
UAV2UAV,RLSM-IMMTrack,test10_jl_hbd_7,138,138,0,0.3954451345755693,0.3756992264145182,0.4420289855072464,0.32608695652173914,0.463768115942029,0.5,0.3725490196078432,0.3756992264145182,198.856154036684,20.18616192750993,312.54592664321666,0.4855072463768116
UAV2UAV,RLSM-IMMTrack,test10_jl_hbd_8,123,123,0,0.8552071234998065,0.8700196501428653,0.975609756097561,0.9024390243902439,0.7642276422764228,0.9186991869918699,0.8823529411764706,0.8700196501428653,7.658712929558957,5.629638627692737,11.117604610835485,0.0
UAV2UAV,RLSM-IMMTrack,test10_jl_hbd_9,341,341,0,0.8567239212400501,0.8739767942314394,1.0,0.967741935483871,0.841642228739003,0.9736070381231672,0.9026507963889367,0.8739767942314394,6.198158875119138,4.451742531238267,8.754648332060638,0.0
UAV2UAV,RLSM-IMMTrack,test11_dj_1,260,260,0,0.7597069597069598,0.7733160271915531,0.9769230769230769,0.676923076923077,0.8653846153846154,0.9461538461538461,0.9070135746606335,0.7733160271915531,5.556209303984107,2.8863149265914743,10.93430597960752,0.0
UAV2UAV,RLSM-IMMTrack,test11_dj_2,625,625,0,0.7959619047619048,0.8097452668571415,0.9952,0.8864,0.8144,0.9584,0.9349019607843138,0.8097452668571415,7.032465593120562,5.507442423808654,9.669998996900269,0.0
UAV2UAV,RLSM-IMMTrack,test11_dj_3,215,215,0,0.7884828349944628,0.8044476642183273,0.9953488372093023,0.8930232558139535,0.7953488372093023,0.9627906976744186,0.9207478340173278,0.8044476642183273,7.604262797472912,5.430850703111251,11.28824164710673,0.0
UAV2UAV,RLSM-IMMTrack,test11_dj_4,564,564,0,0.8343465045592705,0.8500751582311172,1.0,0.9450354609929078,0.8173758865248227,0.9645390070921985,0.9357182589347796,0.8500751582311172,6.892603428042803,5.68398740114083,8.981387798433824,0.0
UAV2UAV,ARTrackV2-B-256,test1_DJI_0081_1,217,217,0,0.727671713846829,0.7357400988999401,0.9170506912442397,0.695852534562212,0.847926267281106,0.8986175115207373,0.7316345893195989,0.7357400988999401,54.9699983612757,6.0308804827700495,180.72828728831385,0.08294930875576037
UAV2UAV,ARTrackV2-B-256,test1_DJI_0081_2,729,729,0,0.8892154941537657,0.9089779841034215,1.0,0.9890260631001372,0.8491083676268861,0.9753086419753086,0.9395626563382555,0.9089779841034215,6.22516495351096,5.013406530392344,8.124036851916959,0.0
UAV2UAV,ARTrackV2-B-256,test1_DJI_0081_3,129,129,0,0.7515688445921004,0.7634078767564365,0.8992248062015504,0.7054263565891473,0.6589147286821705,0.8837209302325582,0.792825657394741,0.7634078767564365,8.881362974306608,7.092251512323593,11.500697344170577,0.0
UAV2UAV,ARTrackV2-B-256,test1_DJI_0081_4,314,314,0,0.7957233848953594,0.8113085317245817,0.9968152866242038,0.7929936305732485,1.0,1.0,0.8964031472461597,0.8113085317245817,2.609380824763335,2.275851333810408,3.161742803130491,0.0
UAV2UAV,ARTrackV2-B-256,test3_DJI_0087_1,400,400,0,0.47630952380952385,0.4744816197500471,0.4075,0.36,0.295,0.3475,0.6765686274509805,0.4744816197500471,66.05695179690333,52.67431572576459,89.56315968838821,0.1475
UAV2UAV,ARTrackV2-B-256,test3_DJI_0087_2,319,319,0,0.824899238692342,0.840318685735032,0.9435736677115988,0.8369905956112853,0.7210031347962382,0.8652037617554859,0.8376667281332596,0.840318685735032,10.698216530262409,4.913220953389079,21.335710590316822,0.009404388714733543
UAV2UAV,ARTrackV2-B-256,test3_DJI_0087_3,165,165,0,0.23867243867243862,0.22186920839406538,0.09090909090909091,0.012121212121212121,0.006060606060606061,0.012121212121212121,0.12869875222816402,0.22186920839406538,94.21266837578688,70.47934414149898,114.73907938642962,0.3090909090909091
UAV2UAV,ARTrackV2-B-256,test3_DJI_0087_4,200,200,0,0.848095238095238,0.8650525131402079,1.0,0.92,0.935,0.99,0.8893137254901962,0.8650525131402079,3.4818619499788013,2.270361222053376,5.341401854305608,0.0
UAV2UAV,ARTrackV2-B-256,test3_DJI_0087_5,302,302,0,0.8585619678334909,0.8758463779962344,0.9801324503311258,0.8841059602649006,0.6754966887417219,0.9072847682119205,0.8822880145435658,0.8758463779962344,8.906326964510459,5.970020384262205,12.638818033627802,0.0
UAV2UAV,ARTrackV2-B-256,test3_DJI_0087_6,516,516,0,0.7920819490586931,0.8066467358852737,0.9612403100775194,0.7344961240310077,0.8624031007751938,0.9573643410852714,0.8292673658610731,0.8066467358852737,5.06604068874059,2.6422279105668007,8.064962798416445,0.0
UAV2UAV,ARTrackV2-B-256,test3_DJI_0087_7,159,159,0,0.24947589098532505,0.23713181858066693,0.025157232704402517,0.012578616352201259,0.012578616352201259,0.025157232704402517,0.07300530275003084,0.23713181858066693,56.264800171674274,53.43456420485408,59.82912274701148,0.2389937106918239
UAV2UAV,ARTrackV2-B-256,test3_DJI_0087_8,211,211,0,0.8587226359738208,0.8777168520172556,1.0,0.8767772511848341,0.9004739336492891,1.0,0.883189294675216,0.8777168520172556,4.529041663290905,3.0606725660626593,5.9002365307446,0.0
UAV2UAV,ARTrackV2-B-256,test4_DJI_0101_1,986,986,0,0.8222254419008983,0.8386190495235719,0.9979716024340771,0.8843813387423936,0.9503042596348884,0.9929006085192698,0.9202362486576781,0.8386190495235719,4.052690119336568,3.061270456927599,5.316004726213278,0.0
UAV2UAV,ARTrackV2-B-256,test4_DJI_0101_2,556,556,0,0.7477732100034258,0.7601377467890549,0.9568345323741008,0.6097122302158273,0.6510791366906474,0.89568345323741,0.8703625335026096,0.7601377467890549,25.121933305476826,7.611854224589807,99.15440652112687,0.030575539568345324
UAV2UAV,ARTrackV2-B-256,test4_DJI_0101_3,248,248,0,0.6945084485407066,0.702974462062093,0.8104838709677419,0.5443548387096774,0.6975806451612904,0.8830645161290323,0.7725332068311197,0.702974462062093,9.8280104087405,6.239582775236741,15.380348769923316,0.0
UAV2UAV,ARTrackV2-B-256,test4_DJI_0101_4,836,836,0,0.3283777625882889,0.3064451431122295,0.3815789473684211,0.17583732057416268,0.35287081339712917,0.4019138755980861,0.38854489164086675,0.3064451431122295,703.5578946310952,664.2170051816884,992.8037949188719,0.5418660287081339
UAV2UAV,ARTrackV2-B-256,test5_DJI_0102_1,60,60,0,0.5547619047619049,0.5565505654580931,0.5666666666666667,0.25,0.45,0.6833333333333333,0.6852941176470588,0.5565505654580931,19.90922765615083,11.111856641414807,28.627082391333797,0.03333333333333333
UAV2UAV,ARTrackV2-B-256,test5_DJI_0102_2,306,306,0,0.796451914098973,0.8103845287916845,0.9052287581699346,0.7712418300653595,0.8235294117647058,0.8986928104575164,0.8328847879020889,0.8103845287916845,6.468910728645582,2.8307496098831955,11.166534229797625,0.0
UAV2UAV,ARTrackV2-B-256,test5_DJI_0102_3,217,217,0,0.7059468948869869,0.7170346504951962,0.8617511520737328,0.5714285714285714,0.7465437788018433,0.8387096774193549,0.7527785307671456,0.7170346504951962,47.97714185649696,4.439150399422363,157.29462658535274,0.0967741935483871
UAV2UAV,ARTrackV2-B-256,test5_DJI_0102_4,676,676,0,0.705409974640744,0.7162527641635433,0.7825443786982249,0.5739644970414202,0.9186390532544378,0.992603550295858,0.799889778396566,0.7162527641635433,4.254111870968058,1.9655575281223923,8.821373337377644,0.0073964497041420114
UAV2UAV,ARTrackV2-B-256,test6_DJI_0103_1,1544,1544,0,0.7048174191956574,0.7145655492337588,0.8594559585492227,0.5349740932642487,0.8018134715025906,0.9261658031088082,0.7994894849131362,0.7145655492337588,12.427060145939711,3.9665208390948687,76.91407519447618,0.013601036269430052
UAV2UAV,ARTrackV2-B-256,test6_DJI_0103_2,451,451,0,0.13124274099883856,0.09161220535709395,0.11751662971175167,0.05543237250554324,0.06873614190687362,0.08647450110864745,0.09612625538020086,0.09161220535709395,654.7389656021053,651.0872384829045,752.8280966543848,0.8758314855875832
UAV2UAV,ARTrackV2-B-256,test6_DJI_0103_3,103,103,0,0.05686546463245492,0.01173991685136774,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.009708737864077667,0.01173991685136774,1372.4794128831934,1394.3471747325577,1538.3890372121548,0.9902912621359223
UAV2UAV,ARTrackV2-B-256,test6_DJI_0103_4,1566,1566,0,0.7916742686857628,0.8060814610648899,0.9521072796934866,0.7611749680715197,0.7860791826309068,0.9259259259259259,0.8352240002003357,0.8060814610648899,18.64906901690286,3.942176778519488,105.23411818185376,0.017241379310344827
UAV2UAV,ARTrackV2-B-256,test6_DJI_0103_5,1051,1051,0,0.2576231253681301,0.2286221047815532,0.2445290199809705,0.17887725975261656,0.15699333967649856,0.18173168411037108,0.23352176265368182,0.2286221047815532,717.8079842728141,721.8051957444063,950.3144317443654,0.6917221693625119
UAV2UAV,ARTrackV2-B-256,test7_DJI_0106_1,768,768,0,0.8788442460317459,0.8978480534178231,0.9869791666666666,0.9453125,0.71484375,0.9075520833333334,0.9150326797385622,0.8978480534178231,9.244543215924251,5.542594541914767,16.39678022761447,0.0078125
UAV2UAV,ARTrackV2-B-256,test7_DJI_0106_2,243,243,0,0.8638056045463453,0.8813371517603499,0.9711934156378601,0.9053497942386831,0.8065843621399177,0.9135802469135802,0.8920358266763497,0.8813371517603499,8.903790780040541,4.672031951147927,17.401770921849277,0.0
UAV2UAV,ARTrackV2-B-256,test7_DJI_0106_3,446,446,0,0.8727311552423661,0.8917423427761608,1.0,0.9080717488789237,0.8363228699551569,0.9551569506726457,0.9024004220522289,0.8917423427761608,6.306073400563855,4.361682688306088,8.608640254908869,0.0
UAV2UAV,ARTrackV2-B-256,test8_DJI_0107_1,1683,1683,0,0.5736921031038678,0.5726413046044949,0.7076648841354723,0.4087938205585264,0.42483660130718953,0.7219251336898396,0.7064415784138967,0.5726413046044949,314.2542739815763,11.658419293055394,765.1613982729828,0.1830065359477124
UAV2UAV,ARTrackV2-B-256,test8_DJI_0107_2,251,251,0,0.7613356099411878,0.7753578171872332,1.0,0.6414342629482072,0.7410358565737052,0.9840637450199203,0.9057886102648229,0.7753578171872332,7.8547608577682,7.403317161621098,8.752716037597727,0.0
UAV2UAV,ARTrackV2-B-256,test8_DJI_0107_3,459,459,0,0.829546633468202,0.8457834122656107,1.0,0.9019607843137255,0.35294117647058826,0.8714596949891068,0.9235764022384552,0.8457834122656107,13.295170955545784,12.199435231715688,14.847965536584223,0.0
UAV2UAV,ARTrackV2-B-256,test9_DJI_0192_1,171,171,0,0.7571707045391255,0.7684324107772503,1.0,0.6023391812865497,1.0,1.0,0.9212246302029584,0.7684324107772503,2.000684526811099,1.9662789131728473,2.226802459705155,0.0
UAV2UAV,ARTrackV2-B-256,test9_DJI_0192_2,52,52,0,0.6474358974358976,0.6519303457025767,0.9807692307692307,0.17307692307692307,0.23076923076923078,0.8269230769230769,0.8129713423831071,0.6519303457025767,14.241746334385779,14.10325631506755,15.636663971029579,0.0
UAV2UAV,ARTrackV2-B-256,test9_DJI_0192_3,1001,1001,0,0.5396032538889681,0.5416427053932628,0.6233766233766234,0.07992007992007992,0.5584415584415584,0.8581418581418582,0.8687782805429864,0.5416427053932628,10.972974136501376,8.824720949543044,13.271301129162495,0.0
UAV2UAV,ARTrackV2-B-256,test9_DJI_0192_4,4521,4521,0,0.4273601499878872,0.41489352480210273,0.5527538155275381,0.163680601636806,0.5392612253926122,0.6151293961512939,0.5468077078210183,0.41489352480210273,242.25956276811206,7.90269030038276,414.69124828239194,0.3596549435965494
UAV2UAV,ARTrackV2-B-256,test9_DJI_0192_5,1669,1669,0,0.4204399554908843,0.41316305220588595,0.3768723786698622,0.007189934092270821,0.6267225883762733,0.8070701018573997,0.7468367814471505,0.41316305220588595,52.18684996850302,7.827737793284755,152.44318279438917,0.14140203714799282
UAV2UAV,ARTrackV2-B-256,test10_jl_hbd_1,389,389,0,0.7224874525645735,0.734702276658853,0.8200514138817481,0.6298200514138818,0.8508997429305912,0.9665809768637532,0.7973184132264732,0.734702276658853,5.625971004025468,2.817465088717019,10.27611051991243,0.007712082262210797
UAV2UAV,ARTrackV2-B-256,test10_jl_hbd_2,137,137,0,0.5755995828988529,0.5789641477368913,0.6423357664233577,0.4306569343065693,0.6934306569343066,0.8248175182481752,0.6854157721482754,0.5789641477368913,10.333142075549613,5.866923166340637,15.690029745097053,0.10218978102189781
UAV2UAV,ARTrackV2-B-256,test10_jl_hbd_3,742,742,0,0.7457964317802593,0.7582083024347264,0.8975741239892183,0.6320754716981132,0.7735849056603774,0.9177897574123989,0.7624332751968711,0.7582083024347264,6.852452725357622,3.2038062768024345,10.789276968443977,0.004043126684636119
UAV2UAV,ARTrackV2-B-256,test10_jl_hbd_4,287,287,0,0.08943089430894309,0.04776432842138694,0.041811846689895474,0.003484320557491289,0.003484320557491289,0.059233449477351915,0.03156384505021521,0.04776432842138694,519.4256324073326,440.486299298941,667.9237470955442,0.8815331010452961
UAV2UAV,ARTrackV2-B-256,test10_jl_hbd_5,309,309,0,0.7458776390815226,0.7582602675854864,0.8964401294498382,0.6504854368932039,0.8025889967637541,0.9158576051779935,0.7747318992321849,0.7582602675854864,7.009724617566523,2.704187597493424,12.358681529703553,0.0
UAV2UAV,ARTrackV2-B-256,test10_jl_hbd_6,184,184,0,0.7877846790890272,0.8015779520469081,0.9836956521739131,0.7391304347826086,0.8369565217391305,0.9456521739130435,0.8238491048593352,0.8015779520469081,6.926875684564811,3.4562281596579556,12.533024994065538,0.0
UAV2UAV,ARTrackV2-B-256,test10_jl_hbd_7,138,138,0,0.47515527950310554,0.4694532295809424,0.5072463768115942,0.3188405797101449,0.5579710144927537,0.6884057971014492,0.45581131003125896,0.4694532295809424,61.79091666372393,7.907801671994301,125.30338795194804,0.2826086956521739
UAV2UAV,ARTrackV2-B-256,test10_jl_hbd_8,123,123,0,0.8284939992257065,0.8445205641594645,0.991869918699187,0.8455284552845529,0.7073170731707317,0.8780487804878049,0.8688028056751155,0.8445205641594645,8.951911386114594,6.202638647205213,12.683650736509913,0.0
UAV2UAV,ARTrackV2-B-256,test10_jl_hbd_9,341,341,0,0.8582600195503421,0.8764228998108704,1.0,0.9589442815249267,0.8475073313782991,0.9706744868035191,0.902190788338796,0.8764228998108704,6.177266557358562,4.321481160213411,8.677001538257077,0.0
UAV2UAV,ARTrackV2-B-256,test11_dj_1,260,260,0,0.741941391941392,0.7541850453190175,0.9730769230769231,0.5576923076923077,0.8846153846153846,0.9461538461538461,0.8998491704374058,0.7541850453190175,5.994931432925351,3.475487841372338,11.099870007727054,0.0
UAV2UAV,ARTrackV2-B-256,test11_dj_2,625,625,0,0.7709714285714284,0.7840671898671222,0.9168,0.8032,0.7168,0.8576,0.9052235294117648,0.7840671898671222,11.790973215041083,6.190803011581505,19.21911462138775,0.0
UAV2UAV,ARTrackV2-B-256,test11_dj_3,215,215,0,0.8086378737541527,0.8233121425628412,0.9906976744186047,0.958139534883721,0.8093023255813954,0.9627906976744186,0.9191974464204287,0.8233121425628412,7.66064181825738,5.734316221237889,11.101365049716224,0.0
UAV2UAV,ARTrackV2-B-256,test11_dj_4,564,564,0,0.8371327254305977,0.854499831833043,1.0,0.9627659574468085,0.7819148936170213,0.9574468085106383,0.9328327075511055,0.854499831833043,7.19083357988137,5.6326034105115985,9.28385792115148,0.0
UAV2UAV,MCITrack-B224,test1_DJI_0081_1,217,217,0,0.7022163704191355,0.7100966546098901,0.8847926267281107,0.7050691244239631,0.8341013824884793,0.8847926267281107,0.7017258516309752,0.7100966546098901,60.75467175802473,6.328197970264715,183.19543175437056,0.11059907834101383
