dataset,method,curve,threshold,score
A2A-UAV-Tracking,MCITrack-B224,center_precision,47.0,0.9210368208737447
A2A-UAV-Tracking,MCITrack-B224,center_precision,48.0,0.9211798701112923
A2A-UAV-Tracking,MCITrack-B224,center_precision,49.0,0.9212943095013304
A2A-UAV-Tracking,MCITrack-B224,center_precision,50.0,0.9214373587388779
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.0,0.0006580264927187939
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.01,0.09492747403656339
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.02,0.26870368780934395
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.03,0.4240265499384888
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.04,0.5439304208508569
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.05,0.6379709896146254
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.06,0.7059479872972277
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.07,0.759305352902469
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.08,0.7989872113981632
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.09,0.8281978657053758
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.1,0.8503704975252482
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.11,0.8648184705175521
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.12,0.8759477011987526
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.13,0.8840442880439447
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.14,0.8918833862615513
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.15,0.8971475982033016
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.16,0.9005521700569336
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.17,0.9042142305381512
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.18,0.9066746774239693
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.19,0.9083626584270306
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.2,0.9099075901925443
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.21,0.9111950333304724
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.22,0.9122249878408148
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.23,0.9130260635710812
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.24,0.913741309758819
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.25,0.9147712642691614
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.26,0.9151145824392756
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.27,0.9155151203044087
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.28,0.9158870483220325
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.29,0.9163161960346752
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.3,0.9166309043572798
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.31,0.9168025634423369
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.32,0.9168311732898463
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.33,0.9169742225273939
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.34,0.9171172717649415
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.35000000000000003,0.9173461505450176
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.36,0.9174605899350556
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.37,0.9176036391726032
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.38,0.9176894687151318
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.39,0.9177752982576602
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.4,0.9179183474952078
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.41000000000000003,0.9179755671902269
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.42,0.9180327868852459
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.43,0.9180613967327554
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.44,0.918147226275284
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.45,0.9182330558178124
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.46,0.918261665665322
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.47000000000000003,0.9182902755128315
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.48,0.91837610505536
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.49,0.9184047149028696
A2A-UAV-Tracking,MCITrack-B224,normalized_precision,0.5,0.9184333247503791
A2A-UAV-Tracking,UETrack-B,success,0.0,1.0
A2A-UAV-Tracking,UETrack-B,success,0.05,0.8886218636454668
A2A-UAV-Tracking,UETrack-B,success,0.1,0.887963837152748
A2A-UAV-Tracking,UETrack-B,success,0.15000000000000002,0.8874488598975767
A2A-UAV-Tracking,UETrack-B,success,0.2,0.886848053099877
A2A-UAV-Tracking,UETrack-B,success,0.25,0.8859611478270821
A2A-UAV-Tracking,UETrack-B,success,0.30000000000000004,0.8851600720968157
A2A-UAV-Tracking,UETrack-B,success,0.35000000000000003,0.8839298486539067
A2A-UAV-Tracking,UETrack-B,success,0.4,0.882499356278431
A2A-UAV-Tracking,UETrack-B,success,0.45,0.8796383715274798
A2A-UAV-Tracking,UETrack-B,success,0.5,0.8748891368409006
A2A-UAV-Tracking,UETrack-B,success,0.55,0.8686807999313364
A2A-UAV-Tracking,UETrack-B,success,0.6000000000000001,0.857952107115269
A2A-UAV-Tracking,UETrack-B,success,0.65,0.8392984865390668
A2A-UAV-Tracking,UETrack-B,success,0.7000000000000001,0.8032500786770806
A2A-UAV-Tracking,UETrack-B,success,0.75,0.7444568420450319
A2A-UAV-Tracking,UETrack-B,success,0.8,0.6445226446943038
A2A-UAV-Tracking,UETrack-B,success,0.8500000000000001,0.47738391554373016
A2A-UAV-Tracking,UETrack-B,success,0.9,0.24916316196034674
A2A-UAV-Tracking,UETrack-B,success,0.9500000000000001,0.044173604554687725
A2A-UAV-Tracking,UETrack-B,success,1.0,0.0006580264927187939
A2A-UAV-Tracking,UETrack-B,center_precision,0.0,0.0006580264927187939
A2A-UAV-Tracking,UETrack-B,center_precision,1.0,0.20235745143478384
A2A-UAV-Tracking,UETrack-B,center_precision,2.0,0.4824192487054044
A2A-UAV-Tracking,UETrack-B,center_precision,3.0,0.6381712585471919
A2A-UAV-Tracking,UETrack-B,center_precision,4.0,0.7212256458673075
A2A-UAV-Tracking,UETrack-B,center_precision,5.0,0.7744113523874918
A2A-UAV-Tracking,UETrack-B,center_precision,6.0,0.8069121391582983
A2A-UAV-Tracking,UETrack-B,center_precision,7.0,0.8279689869252997
A2A-UAV-Tracking,UETrack-B,center_precision,8.0,0.8441907704631935
A2A-UAV-Tracking,UETrack-B,center_precision,9.0,0.8543472663290704
A2A-UAV-Tracking,UETrack-B,center_precision,10.0,0.8619574857666009
A2A-UAV-Tracking,UETrack-B,center_precision,11.0,0.8672789174033703
A2A-UAV-Tracking,UETrack-B,center_precision,12.0,0.8711126369696449
A2A-UAV-Tracking,UETrack-B,center_precision,13.0,0.874459989128258
A2A-UAV-Tracking,UETrack-B,center_precision,14.0,0.8765485079964523
A2A-UAV-Tracking,UETrack-B,center_precision,15.0,0.8784653677795897
A2A-UAV-Tracking,UETrack-B,center_precision,16.0,0.880038909392613
A2A-UAV-Tracking,UETrack-B,center_precision,17.0,0.8810688639029554
A2A-UAV-Tracking,UETrack-B,center_precision,18.0,0.8822990873458645
A2A-UAV-Tracking,UETrack-B,center_precision,19.0,0.8831001630761308
A2A-UAV-Tracking,UETrack-B,center_precision,20.0,0.8838440191113781
A2A-UAV-Tracking,UETrack-B,center_precision,21.0,0.884502045604097
A2A-UAV-Tracking,UETrack-B,center_precision,22.0,0.8848739736217206
A2A-UAV-Tracking,UETrack-B,center_precision,23.0,0.8852172917918347
A2A-UAV-Tracking,UETrack-B,center_precision,24.0,0.8855892198094584
A2A-UAV-Tracking,UETrack-B,center_precision,25.0,0.8860469773696106
A2A-UAV-Tracking,UETrack-B,center_precision,26.0,0.8864475152347437
A2A-UAV-Tracking,UETrack-B,center_precision,27.0,0.886790833404858
A2A-UAV-Tracking,UETrack-B,center_precision,28.0,0.8871055417274626
A2A-UAV-Tracking,UETrack-B,center_precision,29.0,0.8873058106600292
A2A-UAV-Tracking,UETrack-B,center_precision,30.0,0.8876777386776529
A2A-UAV-Tracking,UETrack-B,center_precision,31.0,0.8881354962378051
A2A-UAV-Tracking,UETrack-B,center_precision,32.0,0.8883929848653906
A2A-UAV-Tracking,UETrack-B,center_precision,33.0,0.8887076931879954
A2A-UAV-Tracking,UETrack-B,center_precision,34.0,0.8890224015106
A2A-UAV-Tracking,UETrack-B,center_precision,35.0,0.8894229393757331
A2A-UAV-Tracking,UETrack-B,center_precision,36.0,0.8895373787657712
A2A-UAV-Tracking,UETrack-B,center_precision,37.0,0.8896232083082997
A2A-UAV-Tracking,UETrack-B,center_precision,38.0,0.8899093067833949
A2A-UAV-Tracking,UETrack-B,center_precision,39.0,0.8899951363259234
A2A-UAV-Tracking,UETrack-B,center_precision,40.0,0.8901667954109804
A2A-UAV-Tracking,UETrack-B,center_precision,41.0,0.8903384544960375
A2A-UAV-Tracking,UETrack-B,center_precision,42.0,0.8904242840385661
A2A-UAV-Tracking,UETrack-B,center_precision,43.0,0.8907676022086802
A2A-UAV-Tracking,UETrack-B,center_precision,44.0,0.8908820415987183
A2A-UAV-Tracking,UETrack-B,center_precision,45.0,0.8910250908362658
A2A-UAV-Tracking,UETrack-B,center_precision,46.0,0.8911967499213229
A2A-UAV-Tracking,UETrack-B,center_precision,47.0,0.89136840900638
A2A-UAV-Tracking,UETrack-B,center_precision,48.0,0.89136840900638
A2A-UAV-Tracking,UETrack-B,center_precision,49.0,0.8914542385489085
A2A-UAV-Tracking,UETrack-B,center_precision,50.0,0.8915686779389466
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.0,0.0006580264927187939
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.01,0.06331359253855177
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.02,0.19800875461333792
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.03,0.34263153377392497
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.04,0.46902984007095244
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.05,0.5708808972048179
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.06,0.6482991445655595
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.07,0.7068348925700226
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.08,0.7501788115469344
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.09,0.7833948445054788
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.1,0.8056819157153893
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.11,0.823191142391211
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.12,0.8359511343804538
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.13,0.8453065545160644
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.14,0.8524876262409521
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.15,0.8582095957428547
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.16,0.8629588304294338
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.17,0.8667925499957085
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.18,0.8696821445941693
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.19,0.8720281520899493
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.2,0.8740308414156153
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.21,0.8755757731811289
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.22,0.8765771178439619
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.23,0.877979000371928
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.24,0.878980345034761
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.25,0.8796383715274798
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.26,0.8805538866477841
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.27,0.8810688639029554
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.28,0.8815552313106171
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.29,0.8819271593282407
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.3,0.8824135267359025
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.31,0.8828140646010357
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.32,0.8829285039910737
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.33,0.8831573827711499
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.34,0.883557920636283
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.35000000000000003,0.8837867994163591
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.36,0.8840156781964352
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.37,0.8842159471290018
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.38,0.8844162160615684
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.39,0.884559265299116
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.4,0.8847023145366635
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.41000000000000003,0.8848453637742111
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.42,0.8849311933167396
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.43,0.8850170228592682
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.44,0.8850456327067777
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.45,0.8853317311818728
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.46,0.8854461705719109
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.47000000000000003,0.8854461705719109
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.48,0.8854747804194204
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.49,0.8855320001144394
A2A-UAV-Tracking,UETrack-B,normalized_precision,0.5,0.8855892198094584
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.0,1.0
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.05,0.9833776785969731
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.1,0.9831201899693874
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.15000000000000002,0.9829199210368209
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.2,0.9827482619517638
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.25,0.9824335536291592
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.30000000000000004,0.9822332846965925
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.35000000000000003,0.9818041369839499
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.4,0.9808027923211169
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.45,0.9785998340628844
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.5,0.9746516751065717
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.55,0.9666695276514177
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.6000000000000001,0.9518210167939805
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.65,0.9247561010499814
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.7000000000000001,0.8804394472577461
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.75,0.8069121391582983
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.8,0.6928732869853804
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.8500000000000001,0.5269075615826968
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.9,0.30498097445140615
A2A-UAV-Tracking,RLSM-IMMTrack,success,0.9500000000000001,0.063828569793723
A2A-UAV-Tracking,RLSM-IMMTrack,success,1.0,0.0006580264927187939
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,0.0,0.0006580264927187939
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,1.0,0.2467599347695477
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,2.0,0.5749434955511687
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,3.0,0.7494921752067062
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,4.0,0.8413297857122422
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,5.0,0.8942293937573312
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,6.0,0.925013589677567
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,7.0,0.9443824564415072
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,8.0,0.9576002059909021
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,9.0,0.9650673761908849
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,10.0,0.9703029782851258
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,11.0,0.9740794781563814
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,12.0,0.9767974136697851
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,13.0,0.978685663605413
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,14.0,0.979973106743341
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,15.0,0.9807455726260979
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,16.0,0.9811175006437216
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,17.0,0.9816324778988929
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,18.0,0.9821760650015735
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,19.0,0.9824049437816497
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,20.0,0.9825193831716877
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,21.0,0.9827768717992733
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,22.0,0.9828054816467828
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,23.0,0.9828627013418019
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,24.0,0.9828913111893114
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,25.0,0.98297714073184
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,26.0,0.9830343604268589
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,27.0,0.9830915801218779
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,28.0,0.9831201899693874
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,29.0,0.9831774096644065
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,30.0,0.9832346293594255
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,31.0,0.9832346293594255
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,32.0,0.9833204589019541
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,33.0,0.9833204589019541
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,34.0,0.9833776785969731
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,35.0,0.9834062884444826
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,36.0,0.9834062884444826
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,37.0,0.9834635081395016
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,38.0,0.9834921179870111
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,39.0,0.9834921179870111
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,40.0,0.9834921179870111
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,41.0,0.9834921179870111
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,42.0,0.9834921179870111
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,43.0,0.9835779475295396
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,44.0,0.9835779475295396
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,45.0,0.9836065573770492
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,46.0,0.9836351672245587
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,47.0,0.9836637770720682
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,48.0,0.9836923869195777
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,49.0,0.9836923869195777
A2A-UAV-Tracking,RLSM-IMMTrack,center_precision,50.0,0.9837209967670872
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.0,0.0006580264927187939
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.01,0.0864303493262381
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.02,0.2644694303779361
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.03,0.43306726175149485
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.04,0.5714244843074986
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.05,0.6751351815294825
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.06,0.7550138757760421
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.07,0.8124052298801248
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.08,0.8570365919949646
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.09,0.8877063485251624
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.1,0.9115383515005865
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.11,0.9275312562584042
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.12,0.9396618316024375
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.13,0.948559494177896
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.14,0.9557405659027838
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.15,0.9614339255571768
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.16,0.965181815580923
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.17,0.9685863874345549
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.18,0.9711326638629016
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.19,0.9728492547134724
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.2,0.974394186478986
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.21,0.9758818985494807
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.22,0.9769690727548422
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.23,0.9780848568077132
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.24,0.9789431522329985
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.25,0.9795153491831888
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.26,0.979915887048322
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.27,0.9802019855234172
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.28,0.9805166938460218
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.29,0.9807169627785884
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.3,0.980917231711155
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.31,0.9812033301862501
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.32,0.9814035991188167
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.33,0.9816038680513833
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.34,0.9818041369839499
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.35000000000000003,0.9819185763739879
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.36,0.9820044059165165
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.37,0.9820902354590451
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.38,0.9820902354590451
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.39,0.9821188453065545
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.4,0.9821188453065545
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.41000000000000003,0.9821188453065545
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.42,0.982204674849083
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.43,0.9822618945441021
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.44,0.9823191142391211
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.45,0.9823191142391211
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.46,0.9823477240866306
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.47000000000000003,0.9823477240866306
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.48,0.9823477240866306
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.49,0.9823477240866306
A2A-UAV-Tracking,RLSM-IMMTrack,normalized_precision,0.5,0.9823477240866306
