dataset,method,curve,threshold,score
UAV2UAV-2,SUTrack-B224,success,0.0,1.0
UAV2UAV-2,SUTrack-B224,success,0.05,0.9359172384065519
UAV2UAV-2,SUTrack-B224,success,0.1,0.9338697510686447
UAV2UAV-2,SUTrack-B224,success,0.15000000000000002,0.9319659470526959
UAV2UAV-2,SUTrack-B224,success,0.2,0.9290563597830381
UAV2UAV-2,SUTrack-B224,success,0.25,0.9240633643449837
UAV2UAV-2,SUTrack-B224,success,0.30000000000000004,0.9180645856532204
UAV2UAV-2,SUTrack-B224,success,0.35000000000000003,0.9071446531843816
UAV2UAV-2,SUTrack-B224,success,0.4,0.8912317252774884
UAV2UAV-2,SUTrack-B224,success,0.45,0.8709364560508639
UAV2UAV-2,SUTrack-B224,success,0.5,0.8452889830812889
UAV2UAV-2,SUTrack-B224,success,0.55,0.8106253816588239
UAV2UAV-2,SUTrack-B224,success,0.6000000000000001,0.7661194726822084
UAV2UAV-2,SUTrack-B224,success,0.65,0.7113042853550774
UAV2UAV-2,SUTrack-B224,success,0.7000000000000001,0.6511728151154854
UAV2UAV-2,SUTrack-B224,success,0.75,0.5827077122023061
UAV2UAV-2,SUTrack-B224,success,0.8,0.49003196953913575
UAV2UAV-2,SUTrack-B224,success,0.8500000000000001,0.36057329645461406
UAV2UAV-2,SUTrack-B224,success,0.9,0.20431768382485002
UAV2UAV-2,SUTrack-B224,success,0.9500000000000001,0.05014547936348288
UAV2UAV-2,SUTrack-B224,success,1.0,0.0011853874061568304
UAV2UAV-2,SUTrack-B224,center_precision,0.0,0.001760120693990445
UAV2UAV-2,SUTrack-B224,center_precision,1.0,0.07209310679262905
UAV2UAV-2,SUTrack-B224,center_precision,2.0,0.21046014583857178
UAV2UAV-2,SUTrack-B224,center_precision,3.0,0.33374043607888215
UAV2UAV-2,SUTrack-B224,center_precision,4.0,0.4290024785373038
UAV2UAV-2,SUTrack-B224,center_precision,5.0,0.5114048636804482
UAV2UAV-2,SUTrack-B224,center_precision,6.0,0.5769963001544596
UAV2UAV-2,SUTrack-B224,center_precision,7.0,0.6332483207011746
UAV2UAV-2,SUTrack-B224,center_precision,8.0,0.6827472251158446
UAV2UAV-2,SUTrack-B224,center_precision,9.0,0.7226911886202809
UAV2UAV-2,SUTrack-B224,center_precision,10.0,0.755450986026797
UAV2UAV-2,SUTrack-B224,center_precision,11.0,0.780200438234132
UAV2UAV-2,SUTrack-B224,center_precision,12.0,0.8015733323754445
UAV2UAV-2,SUTrack-B224,center_precision,13.0,0.8185638851970257
UAV2UAV-2,SUTrack-B224,center_precision,14.0,0.8343331297819606
UAV2UAV-2,SUTrack-B224,center_precision,15.0,0.84607924135206
UAV2UAV-2,SUTrack-B224,center_precision,16.0,0.858328244549014
UAV2UAV-2,SUTrack-B224,center_precision,17.0,0.8680627896116958
UAV2UAV-2,SUTrack-B224,center_precision,18.0,0.8744926182693343
UAV2UAV-2,SUTrack-B224,center_precision,19.0,0.8810302094184418
UAV2UAV-2,SUTrack-B224,center_precision,20.0,0.8859154423650275
UAV2UAV-2,SUTrack-B224,center_precision,21.0,0.8902977836847588
UAV2UAV-2,SUTrack-B224,center_precision,22.0,0.8936384209202917
UAV2UAV-2,SUTrack-B224,center_precision,23.0,0.8972664247997414
UAV2UAV-2,SUTrack-B224,center_precision,24.0,0.8994935162900967
UAV2UAV-2,SUTrack-B224,center_precision,25.0,0.9023312618987751
UAV2UAV-2,SUTrack-B224,center_precision,26.0,0.9048097992025576
UAV2UAV-2,SUTrack-B224,center_precision,27.0,0.9068932073709545
UAV2UAV-2,SUTrack-B224,center_precision,28.0,0.9083659614210281
UAV2UAV-2,SUTrack-B224,center_precision,29.0,0.9097668738101224
UAV2UAV-2,SUTrack-B224,center_precision,30.0,0.9110959445382377
UAV2UAV-2,SUTrack-B224,center_precision,31.0,0.9130356693846762
UAV2UAV-2,SUTrack-B224,center_precision,32.0,0.9141492151298538
UAV2UAV-2,SUTrack-B224,center_precision,33.0,0.915298681705521
UAV2UAV-2,SUTrack-B224,center_precision,34.0,0.9163044649592299
UAV2UAV-2,SUTrack-B224,center_precision,35.0,0.9172024857214699
UAV2UAV-2,SUTrack-B224,center_precision,36.0,0.9182082689751787
UAV2UAV-2,SUTrack-B224,center_precision,37.0,0.9191422105679083
UAV2UAV-2,SUTrack-B224,center_precision,38.0,0.9196091813642732
UAV2UAV-2,SUTrack-B224,center_precision,39.0,0.9203635188045548
UAV2UAV-2,SUTrack-B224,center_precision,40.0,0.9209382520923883
UAV2UAV-2,SUTrack-B224,center_precision,41.0,0.921512985380222
UAV2UAV-2,SUTrack-B224,center_precision,42.0,0.9221954811595244
UAV2UAV-2,SUTrack-B224,center_precision,43.0,0.9227702144473581
UAV2UAV-2,SUTrack-B224,center_precision,44.0,0.9232012644132332
UAV2UAV-2,SUTrack-B224,center_precision,45.0,0.9238119185315564
UAV2UAV-2,SUTrack-B224,center_precision,46.0,0.9245662559718381
UAV2UAV-2,SUTrack-B224,center_precision,47.0,0.9252128309206509
UAV2UAV-2,SUTrack-B224,center_precision,48.0,0.9255361183950573
UAV2UAV-2,SUTrack-B224,center_precision,49.0,0.9259312475304429
UAV2UAV-2,SUTrack-B224,center_precision,50.0,0.9265419016487662
UAV2UAV-2,SUTrack-B224,normalized_precision,0.0,0.001760120693990445
UAV2UAV-2,SUTrack-B224,normalized_precision,0.01,0.0747153274183699
UAV2UAV-2,SUTrack-B224,normalized_precision,0.02,0.21721326197061677
UAV2UAV-2,SUTrack-B224,normalized_precision,0.03,0.35572398433851793
UAV2UAV-2,SUTrack-B224,normalized_precision,0.04,0.4643844965695607
UAV2UAV-2,SUTrack-B224,normalized_precision,0.05,0.5494450231689356
UAV2UAV-2,SUTrack-B224,normalized_precision,0.06,0.6234778548080031
UAV2UAV-2,SUTrack-B224,normalized_precision,0.07,0.6789755379144365
UAV2UAV-2,SUTrack-B224,normalized_precision,0.08,0.7223679011458745
UAV2UAV-2,SUTrack-B224,normalized_precision,0.09,0.7557383526707138
UAV2UAV-2,SUTrack-B224,normalized_precision,0.1,0.7832896296562376
UAV2UAV-2,SUTrack-B224,normalized_precision,0.11,0.8034052947304142
UAV2UAV-2,SUTrack-B224,normalized_precision,0.12,0.8208268975178706
UAV2UAV-2,SUTrack-B224,normalized_precision,0.13,0.8349078630697941
UAV2UAV-2,SUTrack-B224,normalized_precision,0.14,0.8476597578936025
UAV2UAV-2,SUTrack-B224,normalized_precision,0.15,0.8576457487697116
UAV2UAV-2,SUTrack-B224,normalized_precision,0.16,0.8658716189518302
UAV2UAV-2,SUTrack-B224,normalized_precision,0.17,0.8730557850497503
UAV2UAV-2,SUTrack-B224,normalized_precision,0.18,0.8788749595890657
UAV2UAV-2,SUTrack-B224,normalized_precision,0.19,0.884334925823485
UAV2UAV-2,SUTrack-B224,normalized_precision,0.2,0.8890405546176228
UAV2UAV-2,SUTrack-B224,normalized_precision,0.21,0.893602500089802
UAV2UAV-2,SUTrack-B224,normalized_precision,0.22,0.8965120873594598
UAV2UAV-2,SUTrack-B224,normalized_precision,0.23,0.8990265454937318
UAV2UAV-2,SUTrack-B224,normalized_precision,0.24,0.9011817953231078
UAV2UAV-2,SUTrack-B224,normalized_precision,0.25,0.9042350659147239
UAV2UAV-2,SUTrack-B224,normalized_precision,0.26,0.9064621574050792
UAV2UAV-2,SUTrack-B224,normalized_precision,0.27,0.9088688530478825
UAV2UAV-2,SUTrack-B224,normalized_precision,0.28,0.9103775279284457
UAV2UAV-2,SUTrack-B224,normalized_precision,0.29,0.9114192320126442
UAV2UAV-2,SUTrack-B224,normalized_precision,0.3,0.9127483027407594
UAV2UAV-2,SUTrack-B224,normalized_precision,0.31,0.9136104026725098
UAV2UAV-2,SUTrack-B224,normalized_precision,0.32,0.9146521067567082
UAV2UAV-2,SUTrack-B224,normalized_precision,0.33,0.9156219691799274
UAV2UAV-2,SUTrack-B224,normalized_precision,0.34,0.9165918316031466
UAV2UAV-2,SUTrack-B224,normalized_precision,0.35000000000000003,0.9173820898739179
UAV2UAV-2,SUTrack-B224,normalized_precision,0.36,0.9181364273141995
UAV2UAV-2,SUTrack-B224,normalized_precision,0.37,0.9189266855849707
UAV2UAV-2,SUTrack-B224,normalized_precision,0.38,0.9197528646862315
UAV2UAV-2,SUTrack-B224,normalized_precision,0.39,0.9202198354825963
UAV2UAV-2,SUTrack-B224,normalized_precision,0.4,0.9205431229570028
UAV2UAV-2,SUTrack-B224,normalized_precision,0.41000000000000003,0.9211178562448363
UAV2UAV-2,SUTrack-B224,normalized_precision,0.42,0.9218362728546284
UAV2UAV-2,SUTrack-B224,normalized_precision,0.43,0.9223391644814828
UAV2UAV-2,SUTrack-B224,normalized_precision,0.44,0.9230216602607852
UAV2UAV-2,SUTrack-B224,normalized_precision,0.45,0.9235963935486189
UAV2UAV-2,SUTrack-B224,normalized_precision,0.46,0.9241352060059629
UAV2UAV-2,SUTrack-B224,normalized_precision,0.47000000000000003,0.9247099392937965
UAV2UAV-2,SUTrack-B224,normalized_precision,0.48,0.9252128309206509
UAV2UAV-2,SUTrack-B224,normalized_precision,0.49,0.9257157225475053
UAV2UAV-2,SUTrack-B224,normalized_precision,0.5,0.9262186141743597
UAV2UAV-2,ARTrackV2-B-256,success,0.0,1.0
UAV2UAV-2,ARTrackV2-B-256,success,0.05,0.8477315995545817
UAV2UAV-2,ARTrackV2-B-256,success,0.1,0.8409784834225368
UAV2UAV-2,ARTrackV2-B-256,success,0.15000000000000002,0.835195229713711
UAV2UAV-2,ARTrackV2-B-256,success,0.2,0.8298430259707604
UAV2UAV-2,ARTrackV2-B-256,success,0.25,0.8229462265167571
UAV2UAV-2,ARTrackV2-B-256,success,0.30000000000000004,0.8124932648442832
UAV2UAV-2,ARTrackV2-B-256,success,0.35000000000000003,0.7947124537519308
UAV2UAV-2,ARTrackV2-B-256,success,0.4,0.7772190093034951
UAV2UAV-2,ARTrackV2-B-256,success,0.45,0.7558101943316929
UAV2UAV-2,ARTrackV2-B-256,success,0.5,0.726642479974137
UAV2UAV-2,ARTrackV2-B-256,success,0.55,0.6916196702467761
UAV2UAV-2,ARTrackV2-B-256,success,0.6000000000000001,0.6522504400301735
UAV2UAV-2,ARTrackV2-B-256,success,0.65,0.6048708646143899
UAV2UAV-2,ARTrackV2-B-256,success,0.7000000000000001,0.5519594813032077
UAV2UAV-2,ARTrackV2-B-256,success,0.75,0.49103775279284456
UAV2UAV-2,ARTrackV2-B-256,success,0.8,0.4142030963755882
UAV2UAV-2,ARTrackV2-B-256,success,0.8500000000000001,0.3071590215165775
UAV2UAV-2,ARTrackV2-B-256,success,0.9,0.171378282265886
UAV2UAV-2,ARTrackV2-B-256,success,0.9500000000000001,0.039656596860519415
UAV2UAV-2,ARTrackV2-B-256,success,1.0,0.0011853874061568304
UAV2UAV-2,ARTrackV2-B-256,center_precision,0.0,0.001760120693990445
UAV2UAV-2,ARTrackV2-B-256,center_precision,1.0,0.0584791120370703
UAV2UAV-2,ARTrackV2-B-256,center_precision,2.0,0.16965408240238514
UAV2UAV-2,ARTrackV2-B-256,center_precision,3.0,0.2692625453500485
UAV2UAV-2,ARTrackV2-B-256,center_precision,4.0,0.3483961349186393
UAV2UAV-2,ARTrackV2-B-256,center_precision,5.0,0.4145982255109738
UAV2UAV-2,ARTrackV2-B-256,center_precision,6.0,0.47246668342972087
UAV2UAV-2,ARTrackV2-B-256,center_precision,7.0,0.5221092711663494
UAV2UAV-2,ARTrackV2-B-256,center_precision,8.0,0.5658249218721937
UAV2UAV-2,ARTrackV2-B-256,center_precision,9.0,0.6031107439203994
UAV2UAV-2,ARTrackV2-B-256,center_precision,10.0,0.6332842415316642
UAV2UAV-2,ARTrackV2-B-256,center_precision,11.0,0.659039476992708
UAV2UAV-2,ARTrackV2-B-256,center_precision,12.0,0.6814181543877295
UAV2UAV-2,ARTrackV2-B-256,center_precision,13.0,0.698911598836165
UAV2UAV-2,ARTrackV2-B-256,center_precision,14.0,0.7141779517942455
UAV2UAV-2,ARTrackV2-B-256,center_precision,15.0,0.7263910341607098
UAV2UAV-2,ARTrackV2-B-256,center_precision,16.0,0.7368080750026941
UAV2UAV-2,ARTrackV2-B-256,center_precision,17.0,0.74708143252272
UAV2UAV-2,ARTrackV2-B-256,center_precision,18.0,0.754732569417005
UAV2UAV-2,ARTrackV2-B-256,center_precision,19.0,0.7615934480405187
UAV2UAV-2,ARTrackV2-B-256,center_precision,20.0,0.767233018427386
UAV2UAV-2,ARTrackV2-B-256,center_precision,21.0,0.7724774596788678
UAV2UAV-2,ARTrackV2-B-256,center_precision,22.0,0.7776859800998599
UAV2UAV-2,ARTrackV2-B-256,center_precision,23.0,0.7821401630805704
UAV2UAV-2,ARTrackV2-B-256,center_precision,24.0,0.7855167211465929
UAV2UAV-2,ARTrackV2-B-256,center_precision,25.0,0.7897553791443658
UAV2UAV-2,ARTrackV2-B-256,center_precision,26.0,0.7922698372786379
UAV2UAV-2,ARTrackV2-B-256,center_precision,27.0,0.7950716620568268
UAV2UAV-2,ARTrackV2-B-256,center_precision,28.0,0.79747835769963
UAV2UAV-2,ARTrackV2-B-256,center_precision,29.0,0.8001724199863501
UAV2UAV-2,ARTrackV2-B-256,center_precision,30.0,0.8018606990193613
UAV2UAV-2,ARTrackV2-B-256,center_precision,31.0,0.8037285822048206
UAV2UAV-2,ARTrackV2-B-256,center_precision,32.0,0.805668307051259
UAV2UAV-2,ARTrackV2-B-256,center_precision,33.0,0.8075361902367183
UAV2UAV-2,ARTrackV2-B-256,center_precision,34.0,0.8087934193038543
UAV2UAV-2,ARTrackV2-B-256,center_precision,35.0,0.8101943316929487
UAV2UAV-2,ARTrackV2-B-256,center_precision,36.0,0.8117389274040016
UAV2UAV-2,ARTrackV2-B-256,center_precision,37.0,0.813319443945544
UAV2UAV-2,ARTrackV2-B-256,center_precision,38.0,0.8147203563346385
UAV2UAV-2,ARTrackV2-B-256,center_precision,39.0,0.8160853478932433
UAV2UAV-2,ARTrackV2-B-256,center_precision,40.0,0.8171270519774417
UAV2UAV-2,ARTrackV2-B-256,center_precision,41.0,0.8182046768921297
UAV2UAV-2,ARTrackV2-B-256,center_precision,42.0,0.8190308559933905
UAV2UAV-2,ARTrackV2-B-256,center_precision,43.0,0.820072560077589
UAV2UAV-2,ARTrackV2-B-256,center_precision,44.0,0.821150184992277
UAV2UAV-2,ARTrackV2-B-256,center_precision,45.0,0.8222996515679443
UAV2UAV-2,ARTrackV2-B-256,center_precision,46.0,0.8231976723301843
UAV2UAV-2,ARTrackV2-B-256,center_precision,47.0,0.8240956930924243
UAV2UAV-2,ARTrackV2-B-256,center_precision,48.0,0.8248859513631955
UAV2UAV-2,ARTrackV2-B-256,center_precision,49.0,0.8260713387693523
UAV2UAV-2,ARTrackV2-B-256,center_precision,50.0,0.8269693595315923
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.0,0.001760120693990445
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.01,0.059664499443227124
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.02,0.1758683860770861
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.03,0.2938323934049355
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.04,0.3941592729623909
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.05,0.4717123459894393
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.06,0.5333165702791048
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.07,0.5833542871511189
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.08,0.6179819677430942
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.09,0.646179819677431
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.1,0.6689177053773483
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.11,0.6884227163332016
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.12,0.7041201192571572
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.13,0.718452530622508
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.14,0.7312403462768059
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.15,0.7421961995761343
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.16,0.7505298322497216
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.17,0.7592945148891842
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.18,0.7673048600883653
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.19,0.7737706095764935
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.2,0.7806314882000072
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.21,0.7864865835698122
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.22,0.7916951039908042
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.23,0.7963648119544524
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.24,0.8005316282912461
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.25,0.8044469988146126
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.26,0.8077517152196558
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.27,0.8108768274722512
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.28,0.8134272064370128
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.29,0.8157261395883473
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.3,0.8181328352311505
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.31,0.819892955925141
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.32,0.8214375516361938
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.33,0.8223355723984338
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.34,0.8233772764826323
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.35000000000000003,0.8244908222278099
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.36,0.8256402888034772
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.37,0.8265023887352275
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.38,0.8274722511584468
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.39,0.8285498760731348
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.4,0.8292323718524373
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.41000000000000003,0.8301303926146772
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.42,0.8308488092244692
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.43,0.8314953841732821
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.44,0.832034196630626
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.45,0.8328244549013973
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.46,0.8336865548331478
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.47000000000000003,0.8343690506124501
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.48,0.8347641797478358
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.49,0.8353029922051798
UAV2UAV-2,ARTrackV2-B-256,normalized_precision,0.5,0.8356622005100758
UAV2UAV-2,MCITrack-B224,success,0.0,1.0
UAV2UAV-2,MCITrack-B224,success,0.05,0.9256079600560365
UAV2UAV-2,MCITrack-B224,success,0.1,0.9234886310571501
UAV2UAV-2,MCITrack-B224,success,0.15000000000000002,0.9211896979058156
UAV2UAV-2,MCITrack-B224,success,0.2,0.9184597147886059
UAV2UAV-2,MCITrack-B224,success,0.25,0.9135385610115306
UAV2UAV-2,MCITrack-B224,success,0.30000000000000004,0.9077193864722153
UAV2UAV-2,MCITrack-B224,success,0.35000000000000003,0.8969072164948454
UAV2UAV-2,MCITrack-B224,success,0.4,0.8808506052659938
UAV2UAV-2,MCITrack-B224,success,0.45,0.8612378318186716
UAV2UAV-2,MCITrack-B224,success,0.5,0.8350874672222421
UAV2UAV-2,MCITrack-B224,success,0.55,0.8025791156291533
UAV2UAV-2,MCITrack-B224,success,0.6000000000000001,0.7587197816013507
UAV2UAV-2,MCITrack-B224,success,0.65,0.7080714106110133
UAV2UAV-2,MCITrack-B224,success,0.7000000000000001,0.6499515068788391
UAV2UAV-2,MCITrack-B224,success,0.75,0.586048349437839
UAV2UAV-2,MCITrack-B224,success,0.8,0.5015984769567873
UAV2UAV-2,MCITrack-B224,success,0.8500000000000001,0.38112001149466573
UAV2UAV-2,MCITrack-B224,success,0.9,0.21926074930852402
UAV2UAV-2,MCITrack-B224,success,0.9500000000000001,0.051079420956212505
UAV2UAV-2,MCITrack-B224,success,1.0,0.0011853874061568304
UAV2UAV-2,MCITrack-B224,center_precision,0.0,0.001760120693990445
UAV2UAV-2,MCITrack-B224,center_precision,1.0,0.07212902762311865
UAV2UAV-2,MCITrack-B224,center_precision,2.0,0.2074068752469557
UAV2UAV-2,MCITrack-B224,center_precision,3.0,0.3227127411185747
UAV2UAV-2,MCITrack-B224,center_precision,4.0,0.41977082510147634
UAV2UAV-2,MCITrack-B224,center_precision,5.0,0.5020295269226625
UAV2UAV-2,MCITrack-B224,center_precision,6.0,0.569488846582133
UAV2UAV-2,MCITrack-B224,center_precision,7.0,0.625202054671504
UAV2UAV-2,MCITrack-B224,center_precision,8.0,0.6753116132044973
UAV2UAV-2,MCITrack-B224,center_precision,9.0,0.712777039405151
UAV2UAV-2,MCITrack-B224,center_precision,10.0,0.7447106577104062
UAV2UAV-2,MCITrack-B224,center_precision,11.0,0.7708251014763461
UAV2UAV-2,MCITrack-B224,center_precision,12.0,0.7910126082115019
UAV2UAV-2,MCITrack-B224,center_precision,13.0,0.8074643485757391
UAV2UAV-2,MCITrack-B224,center_precision,14.0,0.8214734724666835
UAV2UAV-2,MCITrack-B224,center_precision,15.0,0.8337224756636373
UAV2UAV-2,MCITrack-B224,center_precision,16.0,0.8450375372678617
UAV2UAV-2,MCITrack-B224,center_precision,17.0,0.853011961636553
UAV2UAV-2,MCITrack-B224,center_precision,18.0,0.8592981069722332
UAV2UAV-2,MCITrack-B224,center_precision,19.0,0.8647221523761629
UAV2UAV-2,MCITrack-B224,center_precision,20.0,0.8685656812385503
UAV2UAV-2,MCITrack-B224,center_precision,21.0,0.8727684184058335
UAV2UAV-2,MCITrack-B224,center_precision,22.0,0.8768993139121376
UAV2UAV-2,MCITrack-B224,center_precision,23.0,0.8806350802830561
UAV2UAV-2,MCITrack-B224,center_precision,24.0,0.8834728258917346
UAV2UAV-2,MCITrack-B224,center_precision,25.0,0.8861668881784547
UAV2UAV-2,MCITrack-B224,center_precision,26.0,0.8887172671432163
UAV2UAV-2,MCITrack-B224,center_precision,27.0,0.890908437803082
UAV2UAV-2,MCITrack-B224,center_precision,28.0,0.8924889543446245
UAV2UAV-2,MCITrack-B224,center_precision,29.0,0.8941413125471461
UAV2UAV-2,MCITrack-B224,center_precision,30.0,0.8953626207837925
UAV2UAV-2,MCITrack-B224,center_precision,31.0,0.8973382664607206
UAV2UAV-2,MCITrack-B224,center_precision,32.0,0.8987750996803046
UAV2UAV-2,MCITrack-B224,center_precision,33.0,0.9001400912389095
UAV2UAV-2,MCITrack-B224,center_precision,34.0,0.9012177161535975
UAV2UAV-2,MCITrack-B224,center_precision,35.0,0.9027263910341607
UAV2UAV-2,MCITrack-B224,center_precision,36.0,0.9034088868134631
UAV2UAV-2,MCITrack-B224,center_precision,37.0,0.9042709867452136
UAV2UAV-2,MCITrack-B224,center_precision,38.0,0.9052767699989224
UAV2UAV-2,MCITrack-B224,center_precision,39.0,0.9061029491001832
UAV2UAV-2,MCITrack-B224,center_precision,40.0,0.9071805740148712
UAV2UAV-2,MCITrack-B224,center_precision,41.0,0.9079708322856425
UAV2UAV-2,MCITrack-B224,center_precision,42.0,0.9087970113869033
UAV2UAV-2,MCITrack-B224,center_precision,43.0,0.9094795071662057
UAV2UAV-2,MCITrack-B224,center_precision,44.0,0.9100542404540393
UAV2UAV-2,MCITrack-B224,center_precision,45.0,0.9108085778943209
UAV2UAV-2,MCITrack-B224,center_precision,46.0,0.9114192320126442
UAV2UAV-2,MCITrack-B224,center_precision,47.0,0.912245411113905
UAV2UAV-2,MCITrack-B224,center_precision,48.0,0.9128560652322282
UAV2UAV-2,MCITrack-B224,center_precision,49.0,0.9132871151981033
UAV2UAV-2,MCITrack-B224,center_precision,50.0,0.9141132942993642
UAV2UAV-2,MCITrack-B224,normalized_precision,0.0,0.001760120693990445
UAV2UAV-2,MCITrack-B224,normalized_precision,0.01,0.07220086928409784
UAV2UAV-2,MCITrack-B224,normalized_precision,0.02,0.21132224577032221
UAV2UAV-2,MCITrack-B224,normalized_precision,0.03,0.3465282517331801
UAV2UAV-2,MCITrack-B224,normalized_precision,0.04,0.4505549768310643
UAV2UAV-2,MCITrack-B224,normalized_precision,0.05,0.5361902367182729
UAV2UAV-2,MCITrack-B224,normalized_precision,0.06,0.6065232228169115
UAV2UAV-2,MCITrack-B224,normalized_precision,0.07,0.6617335392794281
UAV2UAV-2,MCITrack-B224,normalized_precision,0.08,0.7039045942742196
UAV2UAV-2,MCITrack-B224,normalized_precision,0.09,0.7378138582564029
UAV2UAV-2,MCITrack-B224,normalized_precision,0.1,0.7639642228528324
UAV2UAV-2,MCITrack-B224,normalized_precision,0.11,0.7861632960954057
UAV2UAV-2,MCITrack-B224,normalized_precision,0.12,0.8034412155609038
UAV2UAV-2,MCITrack-B224,normalized_precision,0.13,0.8180969144006609
UAV2UAV-2,MCITrack-B224,normalized_precision,0.14,0.8300585509536981
UAV2UAV-2,MCITrack-B224,normalized_precision,0.15,0.8402241459822551
UAV2UAV-2,MCITrack-B224,normalized_precision,0.16,0.8496713244010201
UAV2UAV-2,MCITrack-B224,normalized_precision,0.17,0.8571787779733467
UAV2UAV-2,MCITrack-B224,normalized_precision,0.18,0.8640037357663709
UAV2UAV-2,MCITrack-B224,normalized_precision,0.19,0.8689248895434463
UAV2UAV-2,MCITrack-B224,normalized_precision,0.2,0.8735586766766048
UAV2UAV-2,MCITrack-B224,normalized_precision,0.21,0.8778332555048672
UAV2UAV-2,MCITrack-B224,normalized_precision,0.22,0.8808865260964833
UAV2UAV-2,MCITrack-B224,normalized_precision,0.23,0.8837242717051618
UAV2UAV-2,MCITrack-B224,normalized_precision,0.24,0.8868134631272675
UAV2UAV-2,MCITrack-B224,normalized_precision,0.25,0.8894356837530084
UAV2UAV-2,MCITrack-B224,normalized_precision,0.26,0.8916627752433637
UAV2UAV-2,MCITrack-B224,normalized_precision,0.27,0.8940694708861668
UAV2UAV-2,MCITrack-B224,normalized_precision,0.28,0.8964761665289701
UAV2UAV-2,MCITrack-B224,normalized_precision,0.29,0.8983440497144294
UAV2UAV-2,MCITrack-B224,normalized_precision,0.3,0.8998527245949927
UAV2UAV-2,MCITrack-B224,normalized_precision,0.31,0.9011099536621286
UAV2UAV-2,MCITrack-B224,normalized_precision,0.32,0.9023312618987751
UAV2UAV-2,MCITrack-B224,normalized_precision,0.33,0.9034448076439527
UAV2UAV-2,MCITrack-B224,normalized_precision,0.34,0.9044146700671719
UAV2UAV-2,MCITrack-B224,normalized_precision,0.35000000000000003,0.9055282158123495
UAV2UAV-2,MCITrack-B224,normalized_precision,0.36,0.9063903157441
UAV2UAV-2,MCITrack-B224,normalized_precision,0.37,0.9075397823197673
UAV2UAV-2,MCITrack-B224,normalized_precision,0.38,0.9084018822515176
UAV2UAV-2,MCITrack-B224,normalized_precision,0.39,0.9093358238442473
UAV2UAV-2,MCITrack-B224,normalized_precision,0.4,0.9099464779625704
UAV2UAV-2,MCITrack-B224,normalized_precision,0.41000000000000003,0.9105212112504041
UAV2UAV-2,MCITrack-B224,normalized_precision,0.42,0.9111677861992169
UAV2UAV-2,MCITrack-B224,normalized_precision,0.43,0.9119939653004777
