dataset,sequence_id,sequence,method,evaluated_frames,success_auc
A2A-UAV-Tracking,V14,video14,MCITrack-B224,1383,0.8686430465172331
A2A-UAV-Tracking,V14,video14,UETrack-B,1383,0.8391006438728781
A2A-UAV-Tracking,V14,video14,RLSM-IMMTrack,1383,0.8330406638432668
A2A-UAV-Tracking,V15,video15,SUTrack-B224,1559,0.7618742172943584
A2A-UAV-Tracking,V15,video15,ARTrackV2-B-256,1559,0.6433916735392039
A2A-UAV-Tracking,V15,video15,MCITrack-B224,1559,0.7413787837136137
A2A-UAV-Tracking,V15,video15,UETrack-B,1559,0.5930847002046489
A2A-UAV-Tracking,V15,video15,RLSM-IMMTrack,1559,0.7618742172943584
A2A-UAV-Tracking,V16,video16,SUTrack-B224,1125,0.7465820105820106
A2A-UAV-Tracking,V16,video16,ARTrackV2-B-256,1125,0.8038518518518517
A2A-UAV-Tracking,V16,video16,MCITrack-B224,1125,0.788994708994709
A2A-UAV-Tracking,V16,video16,UETrack-B,1125,0.730962962962963
A2A-UAV-Tracking,V16,video16,RLSM-IMMTrack,1125,0.7465820105820106
A2A-UAV-Tracking,V17,video17,SUTrack-B224,1819,0.8068797612502944
A2A-UAV-Tracking,V17,video17,ARTrackV2-B-256,1819,0.8323516322416816
A2A-UAV-Tracking,V17,video17,MCITrack-B224,1819,0.7958323516322418
A2A-UAV-Tracking,V17,video17,UETrack-B,1819,0.826173460038221
A2A-UAV-Tracking,V17,video17,RLSM-IMMTrack,1819,0.8068797612502944
A2A-UAV-Tracking,V18,video18,SUTrack-B224,1681,0.7643126257046543
A2A-UAV-Tracking,V18,video18,ARTrackV2-B-256,1681,0.7972861958584743
A2A-UAV-Tracking,V18,video18,MCITrack-B224,1681,0.783745502960256
A2A-UAV-Tracking,V18,video18,UETrack-B,1681,0.8023852015523639
A2A-UAV-Tracking,V18,video18,RLSM-IMMTrack,1681,0.7643126257046543
A2A-UAV-Tracking,V19,video19,SUTrack-B224,1623,0.814364932664378
A2A-UAV-Tracking,V19,video19,ARTrackV2-B-256,1623,0.7842619487721152
A2A-UAV-Tracking,V19,video19,MCITrack-B224,1623,0.8098758912067597
A2A-UAV-Tracking,V19,video19,UETrack-B,1623,0.6086318692603351
A2A-UAV-Tracking,V19,video19,RLSM-IMMTrack,1623,0.814364932664378
A2A-UAV-Tracking,V20,video20,SUTrack-B224,4384,0.7825317170663885
A2A-UAV-Tracking,V20,video20,ARTrackV2-B-256,4384,0.6738681786583247
A2A-UAV-Tracking,V20,video20,MCITrack-B224,4384,0.5332051616266945
A2A-UAV-Tracking,V20,video20,UETrack-B,4384,0.4434849669794926
A2A-UAV-Tracking,V20,video20,RLSM-IMMTrack,4384,0.7825425790754258
A2A-UAV-Tracking,V21,video21,SUTrack-B224,834,0.9051615850177003
A2A-UAV-Tracking,V21,video21,ARTrackV2-B-256,834,0.9009934909215486
A2A-UAV-Tracking,V21,video21,MCITrack-B224,834,0.9012789768185451
A2A-UAV-Tracking,V21,video21,UETrack-B,834,0.8961402306726048
A2A-UAV-Tracking,V21,video21,RLSM-IMMTrack,834,0.9051615850177003
A2A-UAV-Tracking,V22,video22,SUTrack-B224,1215,0.7321575543797765
A2A-UAV-Tracking,V22,video22,ARTrackV2-B-256,1215,0.09727611209092689
A2A-UAV-Tracking,V22,video22,MCITrack-B224,1215,0.18067803252988437
A2A-UAV-Tracking,V22,video22,UETrack-B,1215,0.44413090339016265
A2A-UAV-Tracking,V22,video22,RLSM-IMMTrack,1215,0.733803644914756
A2A-UAV-Tracking,V23,video23,SUTrack-B224,1109,0.7545193009575337
A2A-UAV-Tracking,V23,video23,ARTrackV2-B-256,1109,0.7610459873760144
A2A-UAV-Tracking,V23,video23,MCITrack-B224,1109,0.7344669157112801
A2A-UAV-Tracking,V23,video23,UETrack-B,1109,0.7622482717162608
A2A-UAV-Tracking,V23,video23,RLSM-IMMTrack,1109,0.7545193009575337
